annee;code_NAF5;libelle_NAF5;sexe
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Femmes
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Hommes
2015;0112Z;Culture du riz;Femmes
2015;0112Z;Culture du riz;Hommes
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Femmes
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Hommes
2015;0114Z;Culture de la canne à sucre;Femmes
2015;0114Z;Culture de la canne à sucre;Hommes
2015;0115Z;Culture du tabac;Femmes
2015;0115Z;Culture du tabac;Hommes
2015;0116Z;Culture de plantes à fibres;Femmes
2015;0116Z;Culture de plantes à fibres;Hommes
2015;0119Z;Autres cultures non permanentes;Femmes
2015;0119Z;Autres cultures non permanentes;Hommes
2015;0121Z;Culture de la vigne;Femmes
2015;0121Z;Culture de la vigne;Hommes
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Femmes
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Hommes
2015;0123Z;Culture d'agrumes;Femmes
2015;0123Z;Culture d'agrumes;Hommes
2015;0124Z;Culture de fruits à pépins et à noyau;Femmes
2015;0124Z;Culture de fruits à pépins et à noyau;Hommes
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Femmes
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Hommes
2015;0126Z;Culture de fruits oléagineux;Femmes
2015;0126Z;Culture de fruits oléagineux;Hommes
2015;0127Z;Culture de plantes à boissons;Femmes
2015;0127Z;Culture de plantes à boissons;Hommes
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Femmes
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Hommes
2015;0129Z;Autres cultures permanentes;Femmes
2015;0129Z;Autres cultures permanentes;Hommes
2015;0130Z;Reproduction de plantes;Femmes
2015;0130Z;Reproduction de plantes;Hommes
2015;0141Z;Élevage de vaches laitières;Femmes
2015;0141Z;Élevage de vaches laitières;Hommes
2015;0142Z;Élevage d'autres bovins et de buffles;Femmes
2015;0142Z;Élevage d'autres bovins et de buffles;Hommes
2015;0143Z;Élevage de chevaux et d'autres équidés;Femmes
2015;0143Z;Élevage de chevaux et d'autres équidés;Hommes
2015;0144Z;Élevage de chameaux et d'autres camélidés;Femmes
2015;0144Z;Élevage de chameaux et d'autres camélidés;Hommes
2015;0145Z;Élevage d'ovins et de caprins;Femmes
2015;0145Z;Élevage d'ovins et de caprins;Hommes
2015;0146Z;Élevage de porcins;Femmes
2015;0146Z;Élevage de porcins;Hommes
2015;0147Z;Élevage de volailles;Femmes
2015;0147Z;Élevage de volailles;Hommes
2015;0149Z;Élevage d'autres animaux;Femmes
2015;0149Z;Élevage d'autres animaux;Hommes
2015;0150Z;Culture et élevage associés;Femmes
2015;0150Z;Culture et élevage associés;Hommes
2015;0161Z;Activités de soutien aux cultures;Femmes
2015;0161Z;Activités de soutien aux cultures;Hommes
2015;0162Z;Activités de soutien à la production animale;Femmes
2015;0162Z;Activités de soutien à la production animale;Hommes
2015;0163Z;Traitement primaire des récoltes;Femmes
2015;0163Z;Traitement primaire des récoltes;Hommes
2015;0164Z;Traitement des semences;Femmes
2015;0164Z;Traitement des semences;Hommes
2015;0170Z;Chasse, piégeage et services annexes;Femmes
2015;0170Z;Chasse, piégeage et services annexes;Hommes
2015;0210Z;Sylviculture et autres activités forestières;Femmes
2015;0210Z;Sylviculture et autres activités forestières;Hommes
2015;0220Z;Exploitation forestière;Femmes
2015;0220Z;Exploitation forestière;Hommes
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Femmes
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Hommes
2015;0240Z;Services de soutien à l'exploitation forestière;Femmes
2015;0240Z;Services de soutien à l'exploitation forestière;Hommes
2015;0311Z;Pêche en mer;Femmes
2015;0311Z;Pêche en mer;Hommes
2015;0312Z;Pêche en eau douce;Femmes
2015;0312Z;Pêche en eau douce;Hommes
2015;0321Z;Aquaculture en mer;Femmes
2015;0321Z;Aquaculture en mer;Hommes
2015;0322Z;Aquaculture en eau douce;Femmes
2015;0322Z;Aquaculture en eau douce;Hommes
2015;0510Z;Extraction de houille;Femmes
2015;0510Z;Extraction de houille;Hommes
2015;0520Z;Extraction de lignite;Femmes
2015;0520Z;Extraction de lignite;Hommes
2015;0610Z;Extraction de pétrole brut;Femmes
2015;0610Z;Extraction de pétrole brut;Hommes
2015;0620Z;Extraction de gaz naturel;Femmes
2015;0620Z;Extraction de gaz naturel;Hommes
2015;0710Z;Extraction de minerais de fer;Femmes
2015;0710Z;Extraction de minerais de fer;Hommes
2015;0721Z;Extraction de minerais d'uranium et de thorium;Femmes
2015;0721Z;Extraction de minerais d'uranium et de thorium;Hommes
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Femmes
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Hommes
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Femmes
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Hommes
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Femmes
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Hommes
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Femmes
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Hommes
2015;0892Z;Extraction de tourbe;Femmes
2015;0892Z;Extraction de tourbe;Hommes
2015;0893Z;Production de sel;Femmes
2015;0893Z;Production de sel;Hommes
2015;0899Z;Autres activités extractives n.c.a.;Femmes
2015;0899Z;Autres activités extractives n.c.a.;Hommes
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;Femmes
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;Hommes
2015;0990Z;Activités de soutien aux autres industries extractives;Femmes
2015;0990Z;Activités de soutien aux autres industries extractives;Hommes
2015;1011Z;Transformation et conservation de la viande de boucherie;Femmes
2015;1011Z;Transformation et conservation de la viande de boucherie;Hommes
2015;1012Z;Transformation et conservation de la viande de volaille;Femmes
2015;1012Z;Transformation et conservation de la viande de volaille;Hommes
2015;1013A;Préparation industrielle de produits à base de viande;Femmes
2015;1013A;Préparation industrielle de produits à base de viande;Hommes
2015;1013B;Charcuterie;Femmes
2015;1013B;Charcuterie;Hommes
2015;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;Femmes
2015;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;Hommes
2015;1031Z;Transformation et conservation de pommes de terre;Femmes
2015;1031Z;Transformation et conservation de pommes de terre;Hommes
2015;1032Z;Préparation de jus de fruits et légumes;Femmes
2015;1032Z;Préparation de jus de fruits et légumes;Hommes
2015;1039A;Autre transformation et conservation de légumes;Femmes
2015;1039A;Autre transformation et conservation de légumes;Hommes
2015;1039B;Transformation et conservation de fruits;Femmes
2015;1039B;Transformation et conservation de fruits;Hommes
2015;1041A;Fabrication d'huiles et graisses brutes;Femmes
2015;1041A;Fabrication d'huiles et graisses brutes;Hommes
2015;1041B;Fabrication d'huiles et graisses raffinées;Femmes
2015;1041B;Fabrication d'huiles et graisses raffinées;Hommes
2015;1042Z;Fabrication de margarine et graisses comestibles similaires;Femmes
2015;1042Z;Fabrication de margarine et graisses comestibles similaires;Hommes
2015;1051A;Fabrication de lait liquide et de produits frais;Femmes
2015;1051A;Fabrication de lait liquide et de produits frais;Hommes
2015;1051B;Fabrication de beurre;Femmes
2015;1051B;Fabrication de beurre;Hommes
2015;1051C;Fabrication de fromage;Femmes
2015;1051C;Fabrication de fromage;Hommes
2015;1051D;Fabrication d'autres produits laitiers;Femmes
2015;1051D;Fabrication d'autres produits laitiers;Hommes
2015;1052Z;Fabrication de glaces et sorbets;Femmes
2015;1052Z;Fabrication de glaces et sorbets;Hommes
2015;1061A;Meunerie;Femmes
2015;1061A;Meunerie;Hommes
2015;1061B;Autres activités du travail des grains;Femmes
2015;1061B;Autres activités du travail des grains;Hommes
2015;1062Z;Fabrication de produits amylacés;Femmes
2015;1062Z;Fabrication de produits amylacés;Hommes
2015;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;Femmes
2015;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;Hommes
2015;1071B;Cuisson de produits de boulangerie;Femmes
2015;1071B;Cuisson de produits de boulangerie;Hommes
2015;1071C;Boulangerie et boulangerie-pâtisserie;Femmes
2015;1071C;Boulangerie et boulangerie-pâtisserie;Hommes
2015;1071D;Pâtisserie;Femmes
2015;1071D;Pâtisserie;Hommes
2015;1072Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;Femmes
2015;1072Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;Hommes
2015;1073Z;Fabrication de pâtes alimentaires;Femmes
2015;1073Z;Fabrication de pâtes alimentaires;Hommes
2015;1081Z;Fabrication de sucre;Femmes
2015;1081Z;Fabrication de sucre;Hommes
2015;1082Z;Fabrication de cacao, chocolat et de produits de confiserie;Femmes
2015;1082Z;Fabrication de cacao, chocolat et de produits de confiserie;Hommes
2015;1083Z;Transformation du thé et du café;Femmes
2015;1083Z;Transformation du thé et du café;Hommes
2015;1084Z;Fabrication de condiments et assaisonnements;Femmes
2015;1084Z;Fabrication de condiments et assaisonnements;Hommes
2015;1085Z;Fabrication de plats préparés;Femmes
2015;1085Z;Fabrication de plats préparés;Hommes
2015;1086Z;Fabrication d'aliments homogénéisés et diététiques;Femmes
2015;1086Z;Fabrication d'aliments homogénéisés et diététiques;Hommes
2015;1089Z;Fabrication d'autres produits alimentaires n.c.a.;Femmes
2015;1089Z;Fabrication d'autres produits alimentaires n.c.a.;Hommes
2015;1091Z;Fabrication d'aliments pour animaux de ferme;Femmes
2015;1091Z;Fabrication d'aliments pour animaux de ferme;Hommes
2015;1092Z;Fabrication d'aliments pour animaux de compagnie;Femmes
2015;1092Z;Fabrication d'aliments pour animaux de compagnie;Hommes
2015;1101Z;Production de boissons alcooliques distillées;Femmes
2015;1101Z;Production de boissons alcooliques distillées;Hommes
2015;1102A;Fabrication de vins effervescents;Femmes
2015;1102A;Fabrication de vins effervescents;Hommes
2015;1102B;Vinification;Femmes
2015;1102B;Vinification;Hommes
2015;1103Z;Fabrication de cidre et de vins de fruits;Femmes
2015;1103Z;Fabrication de cidre et de vins de fruits;Hommes
2015;1104Z;Production d'autres boissons fermentées non distillées;Femmes
2015;1104Z;Production d'autres boissons fermentées non distillées;Hommes
2015;1105Z;Fabrication de bière;Femmes
2015;1105Z;Fabrication de bière;Hommes
2015;1106Z;Fabrication de malt;Femmes
2015;1106Z;Fabrication de malt;Hommes
2015;1107A;Industrie des eaux de table;Femmes
2015;1107A;Industrie des eaux de table;Hommes
2015;1107B;Production de boissons rafraîchissantes;Femmes
2015;1107B;Production de boissons rafraîchissantes;Hommes
2015;1200Z;Fabrication de produits à base de tabac;Femmes
2015;1200Z;Fabrication de produits à base de tabac;Hommes
2015;1310Z;Préparation de fibres textiles et filature;Femmes
2015;1310Z;Préparation de fibres textiles et filature;Hommes
2015;1320Z;Tissage;Femmes
2015;1320Z;Tissage;Hommes
2015;1330Z;Ennoblissement textile;Femmes
2015;1330Z;Ennoblissement textile;Hommes
2015;1391Z;Fabrication d'étoffes à mailles;Femmes
2015;1391Z;Fabrication d'étoffes à mailles;Hommes
2015;1392Z;Fabrication d'articles textiles, sauf habillement;Femmes
2015;1392Z;Fabrication d'articles textiles, sauf habillement;Hommes
2015;1393Z;Fabrication de tapis et moquettes;Femmes
2015;1393Z;Fabrication de tapis et moquettes;Hommes
2015;1394Z;Fabrication de ficelles, cordes et filets;Femmes
2015;1394Z;Fabrication de ficelles, cordes et filets;Hommes
2015;1395Z;Fabrication de non-tissés, sauf habillement;Femmes
2015;1395Z;Fabrication de non-tissés, sauf habillement;Hommes
2015;1396Z;Fabrication d'autres textiles techniques et industriels;Femmes
2015;1396Z;Fabrication d'autres textiles techniques et industriels;Hommes
2015;1399Z;Fabrication d'autres textiles n.c.a.;Femmes
2015;1399Z;Fabrication d'autres textiles n.c.a.;Hommes
2015;1411Z;Fabrication de vêtements en cuir;Femmes
2015;1411Z;Fabrication de vêtements en cuir;Hommes
2015;1412Z;Fabrication de vêtements de travail;Femmes
2015;1412Z;Fabrication de vêtements de travail;Hommes
2015;1413Z;Fabrication de vêtements de dessus;Femmes
2015;1413Z;Fabrication de vêtements de dessus;Hommes
2015;1414Z;Fabrication de vêtements de dessous;Femmes
2015;1414Z;Fabrication de vêtements de dessous;Hommes
2015;1419Z;Fabrication d'autres vêtements et accessoires;Femmes
2015;1419Z;Fabrication d'autres vêtements et accessoires;Hommes
2015;1420Z;Fabrication d'articles en fourrure;Femmes
2015;1420Z;Fabrication d'articles en fourrure;Hommes
2015;1431Z;Fabrication d'articles chaussants à mailles;Femmes
2015;1431Z;Fabrication d'articles chaussants à mailles;Hommes
2015;1439Z;Fabrication d'autres articles à mailles;Femmes
2015;1439Z;Fabrication d'autres articles à mailles;Hommes
2015;1511Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures";Femmes
2015;1511Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures";Hommes
2015;1512Z;Fabrication d'articles de voyage, de maroquinerie et de sellerie;Femmes
2015;1512Z;Fabrication d'articles de voyage, de maroquinerie et de sellerie;Hommes
2015;1520Z;Fabrication de chaussures;Femmes
2015;1520Z;Fabrication de chaussures;Hommes
2015;1610A;Sciage et rabotage du bois, hors imprégnation;Femmes
2015;1610A;Sciage et rabotage du bois, hors imprégnation;Hommes
2015;1610B;Imprégnation du bois;Femmes
2015;1610B;Imprégnation du bois;Hommes
2015;1621Z;Fabrication de placage et de panneaux de bois;Femmes
2015;1621Z;Fabrication de placage et de panneaux de bois;Hommes
2015;1622Z;Fabrication de parquets assemblés;Femmes
2015;1622Z;Fabrication de parquets assemblés;Hommes
2015;1623Z;Fabrication de charpentes et d'autres menuiseries;Femmes
2015;1623Z;Fabrication de charpentes et d'autres menuiseries;Hommes
2015;1624Z;Fabrication d'emballages en bois;Femmes
2015;1624Z;Fabrication d'emballages en bois;Hommes
2015;1629Z;"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";Femmes
2015;1629Z;"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";Hommes
2015;1711Z;Fabrication de pâte à papier;Femmes
2015;1711Z;Fabrication de pâte à papier;Hommes
2015;1712Z;Fabrication de papier et de carton;Femmes
2015;1712Z;Fabrication de papier et de carton;Hommes
2015;1721A;Fabrication de carton ondulé;Femmes
2015;1721A;Fabrication de carton ondulé;Hommes
2015;1721B;Fabrication de cartonnages;Femmes
2015;1721B;Fabrication de cartonnages;Hommes
2015;1721C;Fabrication d'emballages en papier;Femmes
2015;1721C;Fabrication d'emballages en papier;Hommes
2015;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;Femmes
2015;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;Hommes
2015;1723Z;Fabrication d'articles de papeterie;Femmes
2015;1723Z;Fabrication d'articles de papeterie;Hommes
2015;1724Z;Fabrication de papiers peints;Femmes
2015;1724Z;Fabrication de papiers peints;Hommes
2015;1729Z;Fabrication d'autres articles en papier ou en carton;Femmes
2015;1729Z;Fabrication d'autres articles en papier ou en carton;Hommes
2015;1811Z;Imprimerie de journaux;Femmes
2015;1811Z;Imprimerie de journaux;Hommes
2015;1812Z;Autre imprimerie (labeur);Femmes
2015;1812Z;Autre imprimerie (labeur);Hommes
2015;1813Z;Activités de pré-presse;Femmes
2015;1813Z;Activités de pré-presse;Hommes
2015;1814Z;Reliure et activités connexes;Femmes
2015;1814Z;Reliure et activités connexes;Hommes
2015;1820Z;Reproduction d'enregistrements;Femmes
2015;1820Z;Reproduction d'enregistrements;Hommes
2015;1910Z;Cokéfaction;Femmes
2015;1910Z;Cokéfaction;Hommes
2015;1920Z;Raffinage du pétrole;Femmes
2015;1920Z;Raffinage du pétrole;Hommes
2015;2011Z;Fabrication de gaz industriels;Femmes
2015;2011Z;Fabrication de gaz industriels;Hommes
2015;2012Z;Fabrication de colorants et de pigments;Femmes
2015;2012Z;Fabrication de colorants et de pigments;Hommes
2015;2013A;Enrichissement et retraitement de matières nucléaires;Femmes
2015;2013A;Enrichissement et retraitement de matières nucléaires;Hommes
2015;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;Femmes
2015;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;Hommes
2015;2014Z;Fabrication d'autres produits chimiques organiques de base;Femmes
2015;2014Z;Fabrication d'autres produits chimiques organiques de base;Hommes
2015;2015Z;Fabrication de produits azotés et d'engrais;Femmes
2015;2015Z;Fabrication de produits azotés et d'engrais;Hommes
2015;2016Z;Fabrication de matières plastiques de base;Femmes
2015;2016Z;Fabrication de matières plastiques de base;Hommes
2015;2017Z;Fabrication de caoutchouc synthétique;Femmes
2015;2017Z;Fabrication de caoutchouc synthétique;Hommes
2015;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;Femmes
2015;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;Hommes
2015;2030Z;Fabrication de peintures, vernis, encres et mastics;Femmes
2015;2030Z;Fabrication de peintures, vernis, encres et mastics;Hommes
2015;2041Z;Fabrication de savons, détergents et produits d'entretien;Femmes
2015;2041Z;Fabrication de savons, détergents et produits d'entretien;Hommes
2015;2042Z;Fabrication de parfums et de produits pour la toilette;Femmes
2015;2042Z;Fabrication de parfums et de produits pour la toilette;Hommes
2015;2051Z;Fabrication de produits explosifs;Femmes
2015;2051Z;Fabrication de produits explosifs;Hommes
2015;2052Z;Fabrication de colles;Femmes
2015;2052Z;Fabrication de colles;Hommes
2015;2053Z;Fabrication d'huiles essentielles;Femmes
2015;2053Z;Fabrication d'huiles essentielles;Hommes
2015;2059Z;Fabrication d'autres produits chimiques n.c.a.;Femmes
2015;2059Z;Fabrication d'autres produits chimiques n.c.a.;Hommes
2015;2060Z;Fabrication de fibres artificielles ou synthétiques;Femmes
2015;2060Z;Fabrication de fibres artificielles ou synthétiques;Hommes
2015;2110Z;Fabrication de produits pharmaceutiques de base;Femmes
2015;2110Z;Fabrication de produits pharmaceutiques de base;Hommes
2015;2120Z;Fabrication de préparations pharmaceutiques;Femmes
2015;2120Z;Fabrication de préparations pharmaceutiques;Hommes
2015;2211Z;Fabrication et rechapage de pneumatiques;Femmes
2015;2211Z;Fabrication et rechapage de pneumatiques;Hommes
2015;2219Z;Fabrication d'autres articles en caoutchouc;Femmes
2015;2219Z;Fabrication d'autres articles en caoutchouc;Hommes
2015;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;Femmes
2015;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;Hommes
2015;2222Z;Fabrication d'emballages en matières plastiques;Femmes
2015;2222Z;Fabrication d'emballages en matières plastiques;Hommes
2015;2223Z;Fabrication d'éléments en matières plastiques pour la construction;Femmes
2015;2223Z;Fabrication d'éléments en matières plastiques pour la construction;Hommes
2015;2229A;Fabrication de pièces techniques à base de matières plastiques;Femmes
2015;2229A;Fabrication de pièces techniques à base de matières plastiques;Hommes
2015;2229B;Fabrication de produits de consommation courante en matières plastiques;Femmes
2015;2229B;Fabrication de produits de consommation courante en matières plastiques;Hommes
2015;2311Z;Fabrication de verre plat;Femmes
2015;2311Z;Fabrication de verre plat;Hommes
2015;2312Z;Façonnage et transformation du verre plat;Femmes
2015;2312Z;Façonnage et transformation du verre plat;Hommes
2015;2313Z;Fabrication de verre creux;Femmes
2015;2313Z;Fabrication de verre creux;Hommes
2015;2314Z;Fabrication de fibres de verre;Femmes
2015;2314Z;Fabrication de fibres de verre;Hommes
2015;2319Z;Fabrication et façonnage d'autres articles en verre, y compris verre technique;Femmes
2015;2319Z;Fabrication et façonnage d'autres articles en verre, y compris verre technique;Hommes
2015;2320Z;Fabrication de produits réfractaires;Femmes
2015;2320Z;Fabrication de produits réfractaires;Hommes
2015;2331Z;Fabrication de carreaux en céramique;Femmes
2015;2331Z;Fabrication de carreaux en céramique;Hommes
2015;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;Femmes
2015;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;Hommes
2015;2341Z;Fabrication d'articles céramiques à usage domestique ou ornemental;Femmes
2015;2341Z;Fabrication d'articles céramiques à usage domestique ou ornemental;Hommes
2015;2342Z;Fabrication d'appareils sanitaires en céramique;Femmes
2015;2342Z;Fabrication d'appareils sanitaires en céramique;Hommes
2015;2343Z;Fabrication d'isolateurs et pièces isolantes en céramique;Femmes
2015;2343Z;Fabrication d'isolateurs et pièces isolantes en céramique;Hommes
2015;2344Z;Fabrication d'autres produits céramiques à usage technique;Femmes
2015;2344Z;Fabrication d'autres produits céramiques à usage technique;Hommes
2015;2349Z;Fabrication d'autres produits céramiques;Femmes
2015;2349Z;Fabrication d'autres produits céramiques;Hommes
2015;2351Z;Fabrication de ciment;Femmes
2015;2351Z;Fabrication de ciment;Hommes
2015;2352Z;Fabrication de chaux et plâtre;Femmes
2015;2352Z;Fabrication de chaux et plâtre;Hommes
2015;2361Z;Fabrication d'éléments en béton pour la construction;Femmes
2015;2361Z;Fabrication d'éléments en béton pour la construction;Hommes
2015;2362Z;Fabrication d'éléments en plâtre pour la construction;Femmes
2015;2362Z;Fabrication d'éléments en plâtre pour la construction;Hommes
2015;2363Z;Fabrication de béton prêt à l'emploi;Femmes
2015;2363Z;Fabrication de béton prêt à l'emploi;Hommes
2015;2364Z;Fabrication de mortiers et bétons secs;Femmes
2015;2364Z;Fabrication de mortiers et bétons secs;Hommes
2015;2365Z;Fabrication d'ouvrages en fibre-ciment;Femmes
2015;2365Z;Fabrication d'ouvrages en fibre-ciment;Hommes
2015;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Femmes
2015;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Hommes
2015;2370Z;Taille, façonnage et finissage de pierres;Femmes
2015;2370Z;Taille, façonnage et finissage de pierres;Hommes
2015;2391Z;Fabrication de produits abrasifs;Femmes
2015;2391Z;Fabrication de produits abrasifs;Hommes
2015;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Femmes
2015;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Hommes
2015;2410Z;Sidérurgie;Femmes
2015;2410Z;Sidérurgie;Hommes
2015;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Femmes
2015;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Hommes
2015;2431Z;Étirage à froid de barres;Femmes
2015;2431Z;Étirage à froid de barres;Hommes
2015;2432Z;Laminage à froid de feuillards;Femmes
2015;2432Z;Laminage à froid de feuillards;Hommes
2015;2433Z;Profilage à froid par formage ou pliage;Femmes
2015;2433Z;Profilage à froid par formage ou pliage;Hommes
2015;2434Z;Tréfilage à froid;Femmes
2015;2434Z;Tréfilage à froid;Hommes
2015;2441Z;Production de métaux précieux;Femmes
2015;2441Z;Production de métaux précieux;Hommes
2015;2442Z;Métallurgie de l'aluminium;Femmes
2015;2442Z;Métallurgie de l'aluminium;Hommes
2015;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Femmes
2015;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Hommes
2015;2444Z;Métallurgie du cuivre;Femmes
2015;2444Z;Métallurgie du cuivre;Hommes
2015;2445Z;Métallurgie des autres métaux non ferreux;Femmes
2015;2445Z;Métallurgie des autres métaux non ferreux;Hommes
2015;2446Z;Élaboration et transformation de matières nucléaires;Femmes
2015;2446Z;Élaboration et transformation de matières nucléaires;Hommes
2015;2451Z;Fonderie de fonte;Femmes
2015;2451Z;Fonderie de fonte;Hommes
2015;2452Z;Fonderie d'acier;Femmes
2015;2452Z;Fonderie d'acier;Hommes
2015;2453Z;Fonderie de métaux légers;Femmes
2015;2453Z;Fonderie de métaux légers;Hommes
2015;2454Z;Fonderie d'autres métaux non ferreux;Femmes
2015;2454Z;Fonderie d'autres métaux non ferreux;Hommes
2015;2511Z;Fabrication de structures métalliques et de parties de structures;Femmes
2015;2511Z;Fabrication de structures métalliques et de parties de structures;Hommes
2015;2512Z;Fabrication de portes et fenêtres en métal;Femmes
2015;2512Z;Fabrication de portes et fenêtres en métal;Hommes
2015;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Femmes
2015;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Hommes
2015;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Femmes
2015;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Hommes
2015;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Femmes
2015;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Hommes
2015;2540Z;Fabrication d'armes et de munitions;Femmes
2015;2540Z;Fabrication d'armes et de munitions;Hommes
2015;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Femmes
2015;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Hommes
2015;2550B;Découpage, emboutissage;Femmes
2015;2550B;Découpage, emboutissage;Hommes
2015;2561Z;Traitement et revêtement des métaux;Femmes
2015;2561Z;Traitement et revêtement des métaux;Hommes
2015;2562A;Décolletage;Femmes
2015;2562A;Décolletage;Hommes
2015;2562B;Mécanique industrielle;Femmes
2015;2562B;Mécanique industrielle;Hommes
2015;2571Z;Fabrication de coutellerie;Femmes
2015;2571Z;Fabrication de coutellerie;Hommes
2015;2572Z;Fabrication de serrures et de ferrures;Femmes
2015;2572Z;Fabrication de serrures et de ferrures;Hommes
2015;2573A;Fabrication de moules et modèles;Femmes
2015;2573A;Fabrication de moules et modèles;Hommes
2015;2573B;Fabrication d'autres outillages;Femmes
2015;2573B;Fabrication d'autres outillages;Hommes
2015;2591Z;Fabrication de fûts et emballages métalliques similaires;Femmes
2015;2591Z;Fabrication de fûts et emballages métalliques similaires;Hommes
2015;2592Z;Fabrication d'emballages métalliques légers;Femmes
2015;2592Z;Fabrication d'emballages métalliques légers;Hommes
2015;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Femmes
2015;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Hommes
2015;2594Z;Fabrication de vis et de boulons;Femmes
2015;2594Z;Fabrication de vis et de boulons;Hommes
2015;2599A;Fabrication d'articles métalliques ménagers;Femmes
2015;2599A;Fabrication d'articles métalliques ménagers;Hommes
2015;2599B;Fabrication d'autres articles métalliques;Femmes
2015;2599B;Fabrication d'autres articles métalliques;Hommes
2015;2611Z;Fabrication de composants électroniques;Femmes
2015;2611Z;Fabrication de composants électroniques;Hommes
2015;2612Z;Fabrication de cartes électroniques assemblées;Femmes
2015;2612Z;Fabrication de cartes électroniques assemblées;Hommes
2015;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Femmes
2015;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Hommes
2015;2630Z;Fabrication d'équipements de communication;Femmes
2015;2630Z;Fabrication d'équipements de communication;Hommes
2015;2640Z;Fabrication de produits électroniques grand public;Femmes
2015;2640Z;Fabrication de produits électroniques grand public;Hommes
2015;2651A;Fabrication d'équipements d'aide à la navigation;Femmes
2015;2651A;Fabrication d'équipements d'aide à la navigation;Hommes
2015;2651B;Fabrication d'instrumentation scientifique et technique;Femmes
2015;2651B;Fabrication d'instrumentation scientifique et technique;Hommes
2015;2652Z;Horlogerie;Femmes
2015;2652Z;Horlogerie;Hommes
