annee;code_NAF5;libelle_NAF5;sexe
2020;2670Z;Fabrication de matériels optique et photographique;Femmes
2020;2670Z;Fabrication de matériels optique et photographique;Hommes
2020;2680Z;Fabrication de supports magnétiques et optiques;Femmes
2020;2680Z;Fabrication de supports magnétiques et optiques;Hommes
2020;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Femmes
2020;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Hommes
2020;2712Z;Fabrication de matériel de distribution et de commande électrique;Femmes
2020;2712Z;Fabrication de matériel de distribution et de commande électrique;Hommes
2020;2720Z;Fabrication de piles et d'accumulateurs électriques;Femmes
2020;2720Z;Fabrication de piles et d'accumulateurs électriques;Hommes
2020;2731Z;Fabrication de câbles de fibres optiques;Femmes
2020;2731Z;Fabrication de câbles de fibres optiques;Hommes
2020;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Femmes
2020;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Hommes
2020;2733Z;Fabrication de matériel d'installation électrique;Femmes
2020;2733Z;Fabrication de matériel d'installation électrique;Hommes
2020;2740Z;Fabrication d'appareils d'éclairage électrique;Femmes
2020;2740Z;Fabrication d'appareils d'éclairage électrique;Hommes
2020;2751Z;Fabrication d'appareils électroménagers;Femmes
2020;2751Z;Fabrication d'appareils électroménagers;Hommes
2020;2752Z;Fabrication d'appareils ménagers non électriques;Femmes
2020;2752Z;Fabrication d'appareils ménagers non électriques;Hommes
2020;2790Z;Fabrication d'autres matériels électriques;Femmes
2020;2790Z;Fabrication d'autres matériels électriques;Hommes
2020;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Femmes
2020;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Hommes
2020;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Femmes
2020;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Hommes
2020;2813Z;Fabrication d'autres pompes et compresseurs;Femmes
2020;2813Z;Fabrication d'autres pompes et compresseurs;Hommes
2020;2814Z;Fabrication d'autres articles de robinetterie;Femmes
2020;2814Z;Fabrication d'autres articles de robinetterie;Hommes
2020;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Femmes
2020;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Hommes
2020;2821Z;Fabrication de fours et brûleurs;Femmes
2020;2821Z;Fabrication de fours et brûleurs;Hommes
2020;2822Z;Fabrication de matériel de levage et de manutention;Femmes
2020;2822Z;Fabrication de matériel de levage et de manutention;Hommes
2020;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Femmes
2020;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Hommes
2020;2824Z;Fabrication d'outillage portatif à moteur incorporé;Femmes
2020;2824Z;Fabrication d'outillage portatif à moteur incorporé;Hommes
2020;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;Femmes
2020;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;Hommes
2020;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;Femmes
2020;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;Hommes
2020;2829B;Fabrication d'autres machines d'usage général;Femmes
2020;2829B;Fabrication d'autres machines d'usage général;Hommes
2020;2830Z;Fabrication de machines agricoles et forestières;Femmes
2020;2830Z;Fabrication de machines agricoles et forestières;Hommes
2020;2841Z;Fabrication de machines-outils pour le travail des métaux;Femmes
2020;2841Z;Fabrication de machines-outils pour le travail des métaux;Hommes
2020;2849Z;Fabrication d'autres machines-outils;Femmes
2020;2849Z;Fabrication d'autres machines-outils;Hommes
2020;2891Z;Fabrication de machines pour la métallurgie;Femmes
2020;2891Z;Fabrication de machines pour la métallurgie;Hommes
2020;2892Z;Fabrication de machines pour l'extraction ou la construction;Femmes
2020;2892Z;Fabrication de machines pour l'extraction ou la construction;Hommes
2020;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;Femmes
2020;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;Hommes
2020;2894Z;Fabrication de machines pour les industries textiles;Femmes
2020;2894Z;Fabrication de machines pour les industries textiles;Hommes
2020;2895Z;Fabrication de machines pour les industries du papier et du carton;Femmes
2020;2895Z;Fabrication de machines pour les industries du papier et du carton;Hommes
2020;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;Femmes
2020;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;Hommes
2020;2899A;Fabrication de machines d'imprimerie;Femmes
2020;2899A;Fabrication de machines d'imprimerie;Hommes
2020;2899B;Fabrication d'autres machines spécialisées;Femmes
2020;2899B;Fabrication d'autres machines spécialisées;Hommes
2020;2910Z;Construction de véhicules automobiles;Femmes
2020;2910Z;Construction de véhicules automobiles;Hommes
2020;2920Z;Fabrication de carrosseries et remorques;Femmes
2020;2920Z;Fabrication de carrosseries et remorques;Hommes
2020;2931Z;Fabrication d'équipements électriques et électroniques automobiles;Femmes
2020;2931Z;Fabrication d'équipements électriques et électroniques automobiles;Hommes
2020;2932Z;Fabrication d'autres équipements automobiles;Femmes
2020;2932Z;Fabrication d'autres équipements automobiles;Hommes
2020;3011Z;Construction de navires et de structures flottantes;Femmes
2020;3011Z;Construction de navires et de structures flottantes;Hommes
2020;3012Z;Construction de bateaux de plaisance;Femmes
2020;3012Z;Construction de bateaux de plaisance;Hommes
2020;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;Femmes
2020;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;Hommes
2020;3030Z;Construction aéronautique et spatiale;Femmes
2020;3030Z;Construction aéronautique et spatiale;Hommes
2020;3040Z;Construction de véhicules militaires de combat;Femmes
2020;3040Z;Construction de véhicules militaires de combat;Hommes
2020;3091Z;Fabrication de motocycles;Femmes
2020;3091Z;Fabrication de motocycles;Hommes
2020;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;Femmes
2020;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;Hommes
2020;3099Z;Fabrication d'autres équipements de transport n.c.a.;Femmes
2020;3099Z;Fabrication d'autres équipements de transport n.c.a.;Hommes
2020;3101Z;Fabrication de meubles de bureau et de magasin;Femmes
2020;3101Z;Fabrication de meubles de bureau et de magasin;Hommes
2020;3102Z;Fabrication de meubles de cuisine;Femmes
2020;3102Z;Fabrication de meubles de cuisine;Hommes
2020;3103Z;Fabrication de matelas;Femmes
2020;3103Z;Fabrication de matelas;Hommes
2020;3109A;Fabrication de sièges d'ameublement d'intérieur;Femmes
2020;3109A;Fabrication de sièges d'ameublement d'intérieur;Hommes
2020;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;Femmes
2020;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;Hommes
2020;3211Z;Frappe de monnaie;Femmes
2020;3211Z;Frappe de monnaie;Hommes
2020;3212Z;Fabrication d'articles de joaillerie et bijouterie;Femmes
2020;3212Z;Fabrication d'articles de joaillerie et bijouterie;Hommes
2020;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;Femmes
2020;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;Hommes
2020;3220Z;Fabrication d'instruments de musique;Femmes
2020;3220Z;Fabrication d'instruments de musique;Hommes
2020;3230Z;Fabrication d'articles de sport;Femmes
2020;3230Z;Fabrication d'articles de sport;Hommes
2020;3240Z;Fabrication de jeux et jouets;Femmes
2020;3240Z;Fabrication de jeux et jouets;Hommes
2020;3250A;Fabrication de matériel médico-chirurgical et dentaire;Femmes
