annee;risque;code_naf1;libelle_naf1;naf1;code_naf5;libelle_naf5;naf5;nb_sinistres;nb_salaries;indice_frequence;nb_sinistres_int;nb_salaries_int;indice_frequence_int
2024;Maladies professionnelles;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8899B;Action sociale sans hébergement n.c.a.;8899B - Action sociale sans hébergement n.c.a.;366;196529;NC;366;196529;
2024;Maladies professionnelles;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;TOUS;Total Santé humaine et action sociale;Total Santé humaine et action sociale;6260;2275911;NC;6260;2275911;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9001Z;Arts du spectacle vivant;9001Z - Arts du spectacle vivant;33;38518;NC;33;38518;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9002Z;Activités de soutien au spectacle vivant;9002Z - Activités de soutien au spectacle vivant;11;15267;NC;11;15267;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9003A;Création artistique relevant des arts plastiques;9003A - Création artistique relevant des arts plastiques;3;1657;NC;3;1657;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9003B;Autre création artistique;9003B - Autre création artistique;0;1379;NC;0;1379;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9004Z;Gestion de salles de spectacles;9004Z - Gestion de salles de spectacles;6;10705;NC;6;10705;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9101Z;Gestion des bibliothèques et des archives;9101Z - Gestion des bibliothèques et des archives;1;1723;NC;1;1723;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9102Z;Gestion des musées;9102Z - Gestion des musées;6;6112;NC;6;6112;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9103Z;Gestion des sites et monuments historiques et des attractions touristiques similaires;9103Z - Gestion des sites et monuments historiques et des attractions touristiques similaires;11;12581;NC;11;12581;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9104Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles;9104Z - Gestion des jardins botaniques et zoologiques et des réserves naturelles;3;3792;NC;3;3792;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9200Z;Organisation de jeux de hasard et d'argent;9200Z - Organisation de jeux de hasard et d'argent;26;17121;NC;26;17121;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9311Z;Gestion d'installations sportives;9311Z - Gestion d'installations sportives;18;21498;NC;18;21498;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9312Z;Activités de clubs de sports;9312Z - Activités de clubs de sports;34;83748;NC;34;83748;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9313Z;Activités des centres de culture physique;9313Z - Activités des centres de culture physique;4;11248;NC;4;11248;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9319Z;Autres activités liées au sport;9319Z - Autres activités liées au sport;2;17399;NC;2;17399;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9321Z;Activités des parcs d'attractions et parcs à thèmes;9321Z - Activités des parcs d'attractions et parcs à thèmes;33;28784;NC;33;28784;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9329Z;Autres activités récréatives et de loisirs;9329Z - Autres activités récréatives et de loisirs;29;41167;NC;29;41167;
2024;Maladies professionnelles;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;TOUS;Total Arts, spectacles et activités récréatives;Total Arts, spectacles et activités récréatives;220;312699;NC;220;312699;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9411Z;Activités des organisations patronales et consulaires;9411Z - Activités des organisations patronales et consulaires;11;27939;NC;11;27939;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9412Z;Activités des organisations professionnelles;9412Z - Activités des organisations professionnelles;4;12266;NC;4;12266;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9420Z;Activités des syndicats de salariés;9420Z - Activités des syndicats de salariés;17;7806;NC;17;7806;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9491Z;Activités des organisations religieuses;9491Z - Activités des organisations religieuses;22;11765;NC;22;11765;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9492Z;Activités des organisations politiques;9492Z - Activités des organisations politiques;1;695;NC;1;695;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9499Z;Autres organisations fonctionnant par adhésion volontaire;9499Z - Autres organisations fonctionnant par adhésion volontaire;138;167945;NC;138;167945;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9511Z;Réparation d'ordinateurs et d'équipements périphériques;9511Z - Réparation d'ordinateurs et d'équipements périphériques;15;9451;NC;15;9451;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9512Z;Réparation d'équipements de communication;9512Z - Réparation d'équipements de communication;8;5208;NC;8;5208;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9521Z;Réparation de produits électroniques grand public;9521Z - Réparation de produits électroniques grand public;19;2804;NC;19;2804;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9522Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;9522Z - Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;12;5851;NC;12;5851;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9523Z;Réparation de chaussures et d'articles en cuir;9523Z - Réparation de chaussures et d'articles en cuir;3;1678;NC;3;1678;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9524Z;Réparation de meubles et d'équipements du foyer;9524Z - Réparation de meubles et d'équipements du foyer;5;850;NC;5;850;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9525Z;Réparation d'articles d'horlogerie et de bijouterie;9525Z - Réparation d'articles d'horlogerie et de bijouterie;7;1008;NC;7;1008;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9529Z;Réparation d'autres biens personnels et domestiques;9529Z - Réparation d'autres biens personnels et domestiques;10;4830;NC;10;4830;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9601A;Blanchisserie-teinturerie de gros;9601A - Blanchisserie-teinturerie de gros;90;12450;NC;90;12450;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9601B;Blanchisserie-teinturerie de détail;9601B - Blanchisserie-teinturerie de détail;65;9611;NC;65;9611;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9602A;Coiffure;9602A - Coiffure;689;101219;NC;689;101219;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9602B;Soins de beauté;9602B - Soins de beauté;73;33009;NC;73;33009;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9603Z;Services funéraires;9603Z - Services funéraires;48;22814;NC;48;22814;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9604Z;Entretien corporel;9604Z - Entretien corporel;34;13614;NC;34;13614;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;9609Z;Autres services personnels n.c.a.;9609Z - Autres services personnels n.c.a.;115;30479;NC;115;30479;
2024;Maladies professionnelles;S;Autres activités de services;S - Autres activités de services;TOUS;Total Autres activités de services;Total Autres activités de services;1386;483292;NC;1386;483292;
2024;Maladies professionnelles;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9700Z;Activités des ménages en tant qu'employeurs de personnel domestique;9700Z - Activités des ménages en tant qu'employeurs de personnel domestique;0;3;NC;0;3;
2024;Maladies professionnelles;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9810Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;9810Z - Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;NS;NS;NC;;;
2024;Maladies professionnelles;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9820Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;9820Z - Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;NS;NS;NC;;;
2024;Maladies professionnelles;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";TOUS;"Total Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Total Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";0;9;NC;0;9;
2024;Maladies professionnelles;TOUS;Tous secteurs confondus;Tous secteurs confondus;TOUS;Tous secteurs confondus;Tous secteurs confondus;50598;20799568;NC;50598;20799568;
2024;Maladies professionnelles;U;Activités extra-territoriales;U - Activités extra-territoriales;9900Z;Activités des organisations et organismes extraterritoriaux;9900Z - Activités des organisations et organismes extraterritoriaux;10;7188;NC;10;7188;
2024;Maladies professionnelles;U;Activités extra-territoriales;U - Activités extra-territoriales;TOUS;Total Activités extra-territoriales;Total Activités extra-territoriales;10;7188;NC;10;7188;
2024;Maladies professionnelles;x;Valeur manquante;x - Valeur manquante;TOUS;Total Valeur manquante;Total Valeur manquante;2808;774;NC;2808;774;
2024;Maladies professionnelles;x;Valeur manquante;x - Valeur manquante;xxxxx;Valeur manquante;xxxxx - Valeur manquante;2808;774;NC;2808;774;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;0111Z - Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;19;434;NC;19;434;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0112Z;Culture du riz;0112Z - Culture du riz;0;15;NC;0;15;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0113Z;Culture de légumes, de melons, de racines et de tubercules;0113Z - Culture de légumes, de melons, de racines et de tubercules;34;1300;NC;34;1300;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0114Z;Culture de la canne à sucre;0114Z - Culture de la canne à sucre;18;1373;NC;18;1373;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0115Z;Culture du tabac;0115Z - Culture du tabac;0;7;NC;0;7;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0116Z;Culture de plantes à fibres;0116Z - Culture de plantes à fibres;NS;NS;NC;;;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0119Z;Autres cultures non permanentes;0119Z - Autres cultures non permanentes;1;86;NC;1;86;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0121Z;Culture de la vigne;0121Z - Culture de la vigne;7;183;NC;7;183;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0122Z;Culture de fruits tropicaux et subtropicaux;0122Z - Culture de fruits tropicaux et subtropicaux;239;3576;NC;239;3576;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0123Z;Culture d'agrumes;0123Z - Culture d'agrumes;0;6;NC;0;6;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0124Z;Culture de fruits à pépins et à noyau;0124Z - Culture de fruits à pépins et à noyau;19;399;NC;19;399;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;0125Z - Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;0;15;NC;0;15;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0126Z;Culture de fruits oléagineux;0126Z - Culture de fruits oléagineux;NS;NS;NC;;;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0127Z;Culture de plantes à boissons;0127Z - Culture de plantes à boissons;NS;NS;NC;;;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;0128Z - Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;1;73;NC;1;73;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0129Z;Autres cultures permanentes;0129Z - Autres cultures permanentes;0;14;NC;0;14;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0130Z;Reproduction de plantes;0130Z - Reproduction de plantes;17;524;NC;17;524;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0141Z;Élevage de vaches laitières;0141Z - Élevage de vaches laitières;0;28;NC;0;28;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0142Z;Élevage d'autres bovins et de buffles;0142Z - Élevage d'autres bovins et de buffles;6;235;NC;6;235;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0143Z;Élevage de chevaux et d'autres équidés;0143Z - Élevage de chevaux et d'autres équidés;2;77;NC;2;77;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0144Z;Élevage de chameaux et d'autres camélidés;0144Z - Élevage de chameaux et d'autres camélidés;0;0;NC;0;0;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0145Z;Élevage d'ovins et de caprins;0145Z - Élevage d'ovins et de caprins;0;24;NC;0;24;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0146Z;Élevage de porcins;0146Z - Élevage de porcins;3;114;NC;3;114;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0147Z;Élevage de volailles;0147Z - Élevage de volailles;22;419;NC;22;419;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0149Z;Élevage d'autres animaux;0149Z - Élevage d'autres animaux;2;97;NC;2;97;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0150Z;Culture et élevage associés;0150Z - Culture et élevage associés;7;559;NC;7;559;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0161Z;Activités de soutien aux cultures;0161Z - Activités de soutien aux cultures;18;663;NC;18;663;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0162Z;Activités de soutien à la production animale;0162Z - Activités de soutien à la production animale;28;748;NC;28;748;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0163Z;Traitement primaire des récoltes;0163Z - Traitement primaire des récoltes;0;6;NC;0;6;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0164Z;Traitement des semences;0164Z - Traitement des semences;NS;NS;NC;;;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0170Z;Chasse, piégeage et services annexes;0170Z - Chasse, piégeage et services annexes;0;4;NC;0;4;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0210Z;Sylviculture et autres activités forestières;0210Z - Sylviculture et autres activités forestières;2;81;NC;2;81;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0220Z;Exploitation forestière;0220Z - Exploitation forestière;33;1023;NC;33;1023;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;0230Z - Récolte de produits forestiers non ligneux poussant à l'état sauvage;0;2;NC;0;2;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0240Z;Services de soutien à l'exploitation forestière;0240Z - Services de soutien à l'exploitation forestière;NS;NS;NC;;;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0311Z;Pêche en mer;0311Z - Pêche en mer;16;1249;NC;16;1249;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0312Z;Pêche en eau douce;0312Z - Pêche en eau douce;0;4;NC;0;4;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0321Z;Aquaculture en mer;0321Z - Aquaculture en mer;10;123;NC;10;123;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0322Z;Aquaculture en eau douce;0322Z - Aquaculture en eau douce;1;37;NC;1;37;
2024;Tous risques confondus;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;TOUS;Total Agriculture, sylviculture et pêche;Total Agriculture, sylviculture et pêche;532;16062;NC;532;16062;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0510Z;Extraction de houille;0510Z - Extraction de houille;NS;NS;NC;;;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0520Z;Extraction de lignite;0520Z - Extraction de lignite;0;0;NC;0;0;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0610Z;Extraction de pétrole brut;0610Z - Extraction de pétrole brut;3;205;NC;3;205;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0620Z;Extraction de gaz naturel;0620Z - Extraction de gaz naturel;NS;NS;NC;;;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0710Z;Extraction de minerais de fer;0710Z - Extraction de minerais de fer;NS;NS;NC;;;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0721Z;Extraction de minerais d'uranium et de thorium;0721Z - Extraction de minerais d'uranium et de thorium;0;0;NC;0;0;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0729Z;Extraction d'autres minerais de métaux non ferreux;0729Z - Extraction d'autres minerais de métaux non ferreux;4;484;NC;4;484;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;0811Z - Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;191;3258;NC;191;3258;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;0812Z - Exploitation de gravières et sablières, extraction d'argiles et de kaolin;436;14028;NC;436;14028;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;0891Z - Extraction des minéraux chimiques et d'engrais minéraux;3;102;NC;3;102;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0892Z;Extraction de tourbe;0892Z - Extraction de tourbe;19;312;NC;19;312;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0893Z;Production de sel;0893Z - Production de sel;2;150;NC;2;150;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0899Z;Autres activités extractives n.c.a.;0899Z - Autres activités extractives n.c.a.;13;403;NC;13;403;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0910Z;Activités de soutien à l'extraction d'hydrocarbures;0910Z - Activités de soutien à l'extraction d'hydrocarbures;NS;NS;NC;;;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;0990Z;Activités de soutien aux autres industries extractives;0990Z - Activités de soutien aux autres industries extractives;11;412;NC;11;412;
2024;Tous risques confondus;B;Industries extractives;B - Industries extractives;TOUS;Total Industries extractives;Total Industries extractives;684;20280;NC;684;20280;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1011Z;Transformation et conservation de la viande de boucherie;1011Z - Transformation et conservation de la viande de boucherie;2762;39693;NC;2762;39693;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1012Z;Transformation et conservation de la viande de volaille;1012Z - Transformation et conservation de la viande de volaille;1234;20443;NC;1234;20443;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1013A;Préparation industrielle de produits à base de viande;1013A - Préparation industrielle de produits à base de viande;1535;22688;NC;1535;22688;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1013B;Charcuterie;1013B - Charcuterie;405;8985;NC;405;8985;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;1020Z - Transformation et conservation de poisson, de crustacés et de mollusques;659;10428;NC;659;10428;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1031Z;Transformation et conservation de pommes de terre;1031Z - Transformation et conservation de pommes de terre;132;2672;NC;132;2672;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1032Z;Préparation de jus de fruits et légumes;1032Z - Préparation de jus de fruits et légumes;53;1423;NC;53;1423;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1039A;Autre transformation et conservation de légumes;1039A - Autre transformation et conservation de légumes;536;10544;NC;536;10544;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1039B;Transformation et conservation de fruits;1039B - Transformation et conservation de fruits;278;7679;NC;278;7679;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1041A;Fabrication d'huiles et graisses brutes;1041A - Fabrication d'huiles et graisses brutes;49;1582;NC;49;1582;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1041B;Fabrication d'huiles et graisses raffinées;1041B - Fabrication d'huiles et graisses raffinées;11;1034;NC;11;1034;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1042Z;Fabrication de margarine et graisses comestibles similaires;1042Z - Fabrication de margarine et graisses comestibles similaires;3;232;NC;3;232;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1051A;Fabrication de lait liquide et de produits frais;1051A - Fabrication de lait liquide et de produits frais;340;9450;NC;340;9450;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1051B;Fabrication de beurre;1051B - Fabrication de beurre;28;786;NC;28;786;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1051C;Fabrication de fromage;1051C - Fabrication de fromage;878;21097;NC;878;21097;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1051D;Fabrication d'autres produits laitiers;1051D - Fabrication d'autres produits laitiers;123;3970;NC;123;3970;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1052Z;Fabrication de glaces et sorbets;1052Z - Fabrication de glaces et sorbets;193;5355;NC;193;5355;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1061A;Meunerie;1061A - Meunerie;247;5692;NC;247;5692;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1061B;Autres activités du travail des grains;1061B - Autres activités du travail des grains;106;2499;NC;106;2499;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1062Z;Fabrication de produits amylacés;1062Z - Fabrication de produits amylacés;50;4482;NC;50;4482;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;1071A - Fabrication industrielle de pain et de pâtisserie fraîche;2210;35928;NC;2210;35928;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1071B;Cuisson de produits de boulangerie;1071B - Cuisson de produits de boulangerie;337;7571;NC;337;7571;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1071C;Boulangerie et boulangerie-pâtisserie;1071C - Boulangerie et boulangerie-pâtisserie;5846;175885;NC;5846;175885;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1071D;Pâtisserie;1071D - Pâtisserie;462;17139;NC;462;17139;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1072Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;1072Z - Fabrication de biscuits, biscottes et pâtisseries de conservation;674;14361;NC;674;14361;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1073Z;Fabrication de pâtes alimentaires;1073Z - Fabrication de pâtes alimentaires;156;3213;NC;156;3213;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1081Z;Fabrication de sucre;1081Z - Fabrication de sucre;55;1721;NC;55;1721;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1082Z;Fabrication de cacao, chocolat et de produits de confiserie;1082Z - Fabrication de cacao, chocolat et de produits de confiserie;657;19225;NC;657;19225;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1083Z;Transformation du thé et du café;1083Z - Transformation du thé et du café;195;6401;NC;195;6401;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1084Z;Fabrication de condiments et assaisonnements;1084Z - Fabrication de condiments et assaisonnements;171;3947;NC;171;3947;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1085Z;Fabrication de plats préparés;1085Z - Fabrication de plats préparés;1396;24111;NC;1396;24111;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1086Z;Fabrication d'aliments homogénéisés et diététiques;1086Z - Fabrication d'aliments homogénéisés et diététiques;209;6034;NC;209;6034;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1089Z;Fabrication d'autres produits alimentaires n.c.a.;1089Z - Fabrication d'autres produits alimentaires n.c.a.;829;18235;NC;829;18235;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1091Z;Fabrication d'aliments pour animaux de ferme;1091Z - Fabrication d'aliments pour animaux de ferme;270;7765;NC;270;7765;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1092Z;Fabrication d'aliments pour animaux de compagnie;1092Z - Fabrication d'aliments pour animaux de compagnie;213;7526;NC;213;7526;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1101Z;Production de boissons alcooliques distillées;1101Z - Production de boissons alcooliques distillées;189;8713;NC;189;8713;
2024;Tous risques confondus;C;Industrie manufacturière;C - Industrie manufacturière;1102A;Fabrication de vins effervescents;1102A - Fabrication de vins effervescents;124;5041;NC;124;5041;
