annee;code_region_admin;libelle_region_admin;risque;nb_sinistres;nb_salaries;indice_frequence;nb_sinistres_int;indice_frequence_int
2005;01;Guadeloupe;Accidents de trajet;214;86011;2,5;214;2.5
2005;01;Guadeloupe;Accidents du travail;1396;86011;16,2;1396;16.2
2005;01;Guadeloupe;Maladies professionnelles;20;86011;NC;20;
2005;01;Guadeloupe;Tous risques confondus;1630;86011;NC;1630;
2005;02;Martinique;Accidents de trajet;185;89687;2,1;185;2.1
2005;02;Martinique;Accidents du travail;1520;89687;16,9;1520;16.9
2005;02;Martinique;Maladies professionnelles;2;89687;NC;2;
2005;02;Martinique;Tous risques confondus;1707;89687;NC;1707;
2005;03;Guyane;Accidents de trajet;48;29082;1,7;48;1.7
2005;03;Guyane;Accidents du travail;428;29082;14,7;428;14.7
2005;03;Guyane;Maladies professionnelles;5;29082;NC;5;
2005;03;Guyane;Tous risques confondus;481;29082;NC;481;
2005;04;La Réunion;Accidents de trajet;389;154410;2,5;389;2.5
2005;04;La Réunion;Accidents du travail;3766;154410;24,4;3766;24.4
2005;04;La Réunion;Maladies professionnelles;89;154410;NC;89;
2005;04;La Réunion;Tous risques confondus;4244;154410;NC;4244;
2005;06;Mayotte;Accidents de trajet;0;0;NC;0;
2005;06;Mayotte;Accidents du travail;0;0;NC;0;
2005;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2005;06;Mayotte;Tous risques confondus;0;0;NC;0;
2005;11;Ile-de-France;Accidents de trajet;23218;4467957;5,2;23218;5.2
2005;11;Ile-de-France;Accidents du travail;118545;4467957;26,5;118545;26.5
2005;11;Ile-de-France;Maladies professionnelles;2611;4467957;NC;2611;
2005;11;Ile-de-France;Tous risques confondus;144374;4467957;NC;144374;
2005;24;Centre-Val de Loire;Accidents de trajet;3072;667926;4,6;3072;4.6
2005;24;Centre-Val de Loire;Accidents du travail;30023;667926;44,9;30023;44.9
2005;24;Centre-Val de Loire;Maladies professionnelles;1396;667926;NC;1396;
2005;24;Centre-Val de Loire;Tous risques confondus;34491;667926;NC;34491;
2005;27;Bourgogne-Franche-Comté;Accidents de trajet;2966;735624;4,0;2966;4.0
2005;27;Bourgogne-Franche-Comté;Accidents du travail;31965;735624;43,5;31965;43.5
2005;27;Bourgogne-Franche-Comté;Maladies professionnelles;1680;735624;NC;1680;
2005;27;Bourgogne-Franche-Comté;Tous risques confondus;36611;735624;NC;36611;
2005;28;Normandie;Accidents de trajet;3774;910513;4,1;3774;4.1
2005;28;Normandie;Accidents du travail;36532;910513;40,1;36532;40.1
2005;28;Normandie;Maladies professionnelles;1528;910513;NC;1528;
2005;28;Normandie;Tous risques confondus;41834;910513;NC;41834;
2005;32;Hauts-de-France;Accidents de trajet;5674;1578455;3,6;5674;3.6
2005;32;Hauts-de-France;Accidents du travail;63591;1578455;40,3;63591;40.3
2005;32;Hauts-de-France;Maladies professionnelles;1105;1578455;NC;1105;
2005;32;Hauts-de-France;Tous risques confondus;70370;1578455;NC;70370;
2005;44;Grand Est;Accidents de trajet;6142;1463724;4,2;6142;4.2
2005;44;Grand Est;Accidents du travail;63031;1463724;43,1;63031;43.1
2005;44;Grand Est;Maladies professionnelles;3583;1463724;NC;3583;
2005;44;Grand Est;Tous risques confondus;72756;1463724;NC;72756;
2005;52;Pays de la Loire;Accidents de trajet;4264;991699;4,3;4264;4.3
2005;52;Pays de la Loire;Accidents du travail;42581;991699;42,9;42581;42.9
2005;52;Pays de la Loire;Maladies professionnelles;2576;991699;NC;2576;
2005;52;Pays de la Loire;Tous risques confondus;49421;991699;NC;49421;
2005;53;Bretagne;Accidents de trajet;2927;809696;3,6;2927;3.6
2005;53;Bretagne;Accidents du travail;36227;809696;44,7;36227;44.7
2005;53;Bretagne;Maladies professionnelles;3665;809696;NC;3665;
2005;53;Bretagne;Tous risques confondus;42819;809696;NC;42819;
2005;75;Nouvelle-Aquitaine;Accidents de trajet;5547;1391769;4,0;5547;4.0
2005;75;Nouvelle-Aquitaine;Accidents du travail;56839;1391769;40,8;56839;40.8
2005;75;Nouvelle-Aquitaine;Maladies professionnelles;1447;1391769;NC;1447;
2005;75;Nouvelle-Aquitaine;Tous risques confondus;63833;1391769;NC;63833;
2005;76;Occitanie;Accidents de trajet;5157;1280732;4,0;5157;4.0
2005;76;Occitanie;Accidents du travail;54214;1280732;42,3;54214;42.3
2005;76;Occitanie;Maladies professionnelles;1109;1280732;NC;1109;
2005;76;Occitanie;Tous risques confondus;60480;1280732;NC;60480;
2005;84;Auvergne-Rhône-Alpes;Accidents de trajet;9257;2237916;4,1;9257;4.1
2005;84;Auvergne-Rhône-Alpes;Accidents du travail;96685;2237916;43,2;96685;43.2
2005;84;Auvergne-Rhône-Alpes;Maladies professionnelles;2176;2237916;NC;2176;
2005;84;Auvergne-Rhône-Alpes;Tous risques confondus;108118;2237916;NC;108118;
2005;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;6377;1250413;5,1;6377;5.1
2005;93;Provence-Alpes-Côte d'Azur;Accidents du travail;54049;1250413;43,2;54049;43.2
2005;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1178;1250413;NC;1178;
2005;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;61604;1250413;NC;61604;
2005;94;Corse;Accidents de trajet;314;66383;4,7;314;4.7
2005;94;Corse;Accidents du travail;3330;66383;50,2;3330;50.2
2005;94;Corse;Maladies professionnelles;151;66383;NC;151;
2005;94;Corse;Tous risques confondus;3795;66383;NC;3795;
2005;99;FRANCE;Accidents de trajet;79525;18211997;4,4;79525;4.4
2005;99;FRANCE;Accidents du travail;694722;18211997;38,1;694722;38.1
2005;99;FRANCE;Maladies professionnelles;24321;18211997;NC;24321;
2005;99;FRANCE;Tous risques confondus;798568;18211997;NC;798568;
2006;01;Guadeloupe;Accidents de trajet;175;86983;2,0;175;2.0
2006;01;Guadeloupe;Accidents du travail;1192;86983;13,7;1192;13.7
2006;01;Guadeloupe;Maladies professionnelles;19;86983;NC;19;
2006;01;Guadeloupe;Tous risques confondus;1386;86983;NC;1386;
2006;02;Martinique;Accidents de trajet;279;92607;3,0;279;3.0
2006;02;Martinique;Accidents du travail;2203;92607;23,8;2203;23.8
2006;02;Martinique;Maladies professionnelles;4;92607;NC;4;
2006;02;Martinique;Tous risques confondus;2486;92607;NC;2486;
2006;03;Guyane;Accidents de trajet;48;29653;1,6;48;1.6
2006;03;Guyane;Accidents du travail;373;29653;12,6;373;12.6
2006;03;Guyane;Maladies professionnelles;10;29653;NC;10;
2006;03;Guyane;Tous risques confondus;431;29653;NC;431;
2006;04;La Réunion;Accidents de trajet;433;160937;2,7;433;2.7
2006;04;La Réunion;Accidents du travail;3728;160937;23,2;3728;23.2
2006;04;La Réunion;Maladies professionnelles;76;160937;NC;76;
2006;04;La Réunion;Tous risques confondus;4237;160937;NC;4237;
2006;06;Mayotte;Accidents de trajet;0;0;NC;0;
2006;06;Mayotte;Accidents du travail;0;0;NC;0;
2006;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2006;06;Mayotte;Tous risques confondus;0;0;NC;0;
2006;11;Ile-de-France;Accidents de trajet;22760;4525851;5,0;22760;5.0
2006;11;Ile-de-France;Accidents du travail;118561;4525851;26,2;118561;26.2
2006;11;Ile-de-France;Maladies professionnelles;2698;4525851;NC;2698;
2006;11;Ile-de-France;Tous risques confondus;144019;4525851;NC;144019;
2006;24;Centre-Val de Loire;Accidents de trajet;2860;657062;4,4;2860;4.4
2006;24;Centre-Val de Loire;Accidents du travail;29232;657062;44,5;29232;44.5
2006;24;Centre-Val de Loire;Maladies professionnelles;1341;657062;NC;1341;
2006;24;Centre-Val de Loire;Tous risques confondus;33433;657062;NC;33433;
2006;27;Bourgogne-Franche-Comté;Accidents de trajet;3131;726686;4,3;3131;4.3
2006;27;Bourgogne-Franche-Comté;Accidents du travail;32374;726686;44,6;32374;44.6
2006;27;Bourgogne-Franche-Comté;Maladies professionnelles;1632;726686;NC;1632;
2006;27;Bourgogne-Franche-Comté;Tous risques confondus;37137;726686;NC;37137;
2006;28;Normandie;Accidents de trajet;3868;897563;4,3;3868;4.3
2006;28;Normandie;Accidents du travail;36477;897563;40,6;36477;40.6
2006;28;Normandie;Maladies professionnelles;1681;897563;NC;1681;
2006;28;Normandie;Tous risques confondus;42026;897563;NC;42026;
2006;32;Hauts-de-France;Accidents de trajet;5506;1530260;3,6;5506;3.6
2006;32;Hauts-de-France;Accidents du travail;61452;1530260;40,2;61452;40.2
2006;32;Hauts-de-France;Maladies professionnelles;965;1530260;NC;965;
2006;32;Hauts-de-France;Tous risques confondus;67923;1530260;NC;67923;
2006;44;Grand Est;Accidents de trajet;5921;1447610;4,1;5921;4.1
2006;44;Grand Est;Accidents du travail;60972;1447610;42,1;60972;42.1
2006;44;Grand Est;Maladies professionnelles;3805;1447610;NC;3805;
2006;44;Grand Est;Tous risques confondus;70698;1447610;NC;70698;
2006;52;Pays de la Loire;Accidents de trajet;4336;994769;4,4;4336;4.4
2006;52;Pays de la Loire;Accidents du travail;43992;994769;44,2;43992;44.2
2006;52;Pays de la Loire;Maladies professionnelles;3542;994769;NC;3542;
2006;52;Pays de la Loire;Tous risques confondus;51870;994769;NC;51870;
2006;53;Bretagne;Accidents de trajet;3054;812658;3,8;3054;3.8
2006;53;Bretagne;Accidents du travail;37100;812658;45,7;37100;45.7
2006;53;Bretagne;Maladies professionnelles;3751;812658;NC;3751;
2006;53;Bretagne;Tous risques confondus;43905;812658;NC;43905;
2006;75;Nouvelle-Aquitaine;Accidents de trajet;5816;1390781;4,2;5816;4.2
2006;75;Nouvelle-Aquitaine;Accidents du travail;58452;1390781;42,0;58452;42.0
2006;75;Nouvelle-Aquitaine;Maladies professionnelles;1442;1390781;NC;1442;
2006;75;Nouvelle-Aquitaine;Tous risques confondus;65710;1390781;NC;65710;
2006;76;Occitanie;Accidents de trajet;5074;1296310;3,9;5074;3.9
2006;76;Occitanie;Accidents du travail;55062;1296310;42,5;55062;42.5
2006;76;Occitanie;Maladies professionnelles;1227;1296310;NC;1227;
2006;76;Occitanie;Tous risques confondus;61363;1296310;NC;61363;
2006;84;Auvergne-Rhône-Alpes;Accidents de trajet;9424;2206732;4,3;9424;4.3
2006;84;Auvergne-Rhône-Alpes;Accidents du travail;96710;2206732;43,8;96710;43.8
2006;84;Auvergne-Rhône-Alpes;Maladies professionnelles;2081;2206732;NC;2081;
2006;84;Auvergne-Rhône-Alpes;Tous risques confondus;108215;2206732;NC;108215;
2006;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;6686;1243180;5,4;6686;5.4
2006;93;Provence-Alpes-Côte d'Azur;Accidents du travail;54798;1243180;44,1;54798;44.1
2006;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1230;1243180;NC;1230;
2006;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;62714;1243180;NC;62714;
2006;94;Corse;Accidents de trajet;348;66407;5,2;348;5.2
2006;94;Corse;Accidents du travail;3267;66407;49,2;3267;49.2
2006;94;Corse;Maladies professionnelles;138;66407;NC;138;
2006;94;Corse;Tous risques confondus;3753;66407;NC;3753;
2006;99;FRANCE;Accidents de trajet;79719;18166049;4,4;79719;4.4
2006;99;FRANCE;Accidents du travail;695945;18166049;38,3;695945;38.3
2006;99;FRANCE;Maladies professionnelles;25642;18166049;NC;25642;
2006;99;FRANCE;Tous risques confondus;801306;18166049;NC;801306;
2007;01;Guadeloupe;Accidents de trajet;214;88320;2,4;214;2.4
2007;01;Guadeloupe;Accidents du travail;1499;88320;17,0;1499;17.0
2007;01;Guadeloupe;Maladies professionnelles;28;88320;NC;28;
2007;01;Guadeloupe;Tous risques confondus;1741;88320;NC;1741;
2007;02;Martinique;Accidents de trajet;224;88316;2,5;224;2.5
2007;02;Martinique;Accidents du travail;2217;88316;25,1;2217;25.1
2007;02;Martinique;Maladies professionnelles;1;88316;NC;1;
2007;02;Martinique;Tous risques confondus;2442;88316;NC;2442;
2007;03;Guyane;Accidents de trajet;25;28340;0,9;25;0.9
2007;03;Guyane;Accidents du travail;370;28340;13,1;370;13.1
2007;03;Guyane;Maladies professionnelles;8;28340;NC;8;
2007;03;Guyane;Tous risques confondus;403;28340;NC;403;
2007;04;La Réunion;Accidents de trajet;520;165841;3,1;520;3.1
2007;04;La Réunion;Accidents du travail;3937;165841;23,7;3937;23.7
2007;04;La Réunion;Maladies professionnelles;68;165841;NC;68;
2007;04;La Réunion;Tous risques confondus;4525;165841;NC;4525;
2007;06;Mayotte;Accidents de trajet;0;0;NC;0;
2007;06;Mayotte;Accidents du travail;0;0;NC;0;
2007;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2007;06;Mayotte;Tous risques confondus;0;0;NC;0;
2007;11;Ile-de-France;Accidents de trajet;23820;4639175;5,1;23820;5.1
2007;11;Ile-de-France;Accidents du travail;121675;4639175;26,2;121675;26.2
2007;11;Ile-de-France;Maladies professionnelles;3589;4639175;NC;3589;
2007;11;Ile-de-France;Tous risques confondus;149084;4639175;NC;149084;
2007;24;Centre-Val de Loire;Accidents de trajet;2791;671892;4,2;2791;4.2
2007;24;Centre-Val de Loire;Accidents du travail;30550;671892;45,5;30550;45.5
2007;24;Centre-Val de Loire;Maladies professionnelles;1394;671892;NC;1394;
2007;24;Centre-Val de Loire;Tous risques confondus;34735;671892;NC;34735;
2007;27;Bourgogne-Franche-Comté;Accidents de trajet;3091;740009;4,2;3091;4.2
2007;27;Bourgogne-Franche-Comté;Accidents du travail;32805;740009;44,3;32805;44.3
2007;27;Bourgogne-Franche-Comté;Maladies professionnelles;1815;740009;NC;1815;
2007;27;Bourgogne-Franche-Comté;Tous risques confondus;37711;740009;NC;37711;
2007;28;Normandie;Accidents de trajet;3936;911985;4,3;3936;4.3
2007;28;Normandie;Accidents du travail;37390;911985;41,0;37390;41.0
2007;28;Normandie;Maladies professionnelles;2070;911985;NC;2070;
2007;28;Normandie;Tous risques confondus;43396;911985;NC;43396;
2007;32;Hauts-de-France;Accidents de trajet;5902;1588010;3,7;5902;3.7
2007;32;Hauts-de-France;Accidents du travail;65962;1588010;41,5;65962;41.5
2007;32;Hauts-de-France;Maladies professionnelles;3146;1588010;NC;3146;
2007;32;Hauts-de-France;Tous risques confondus;75010;1588010;NC;75010;
2007;44;Grand Est;Accidents de trajet;5864;1485534;3,9;5864;3.9
2007;44;Grand Est;Accidents du travail;62675;1485534;42,2;62675;42.2
2007;44;Grand Est;Maladies professionnelles;4220;1485534;NC;4220;
2007;44;Grand Est;Tous risques confondus;72759;1485534;NC;72759;
2007;52;Pays de la Loire;Accidents de trajet;4462;1016119;4,4;4462;4.4
2007;52;Pays de la Loire;Accidents du travail;43891;1016119;43,2;43891;43.2
2007;52;Pays de la Loire;Maladies professionnelles;3416;1016119;NC;3416;
2007;52;Pays de la Loire;Tous risques confondus;51769;1016119;NC;51769;
2007;53;Bretagne;Accidents de trajet;2866;815967;3,5;2866;3.5
2007;53;Bretagne;Accidents du travail;37422;815967;45,9;37422;45.9
2007;53;Bretagne;Maladies professionnelles;3695;815967;NC;3695;
2007;53;Bretagne;Tous risques confondus;43983;815967;NC;43983;
2007;75;Nouvelle-Aquitaine;Accidents de trajet;6246;1456760;4,3;6246;4.3
2007;75;Nouvelle-Aquitaine;Accidents du travail;62056;1456760;42,6;62056;42.6
2007;75;Nouvelle-Aquitaine;Maladies professionnelles;2107;1456760;NC;2107;
2007;75;Nouvelle-Aquitaine;Tous risques confondus;70409;1456760;NC;70409;
2007;76;Occitanie;Accidents de trajet;5524;1328006;4,2;5524;4.2
2007;76;Occitanie;Accidents du travail;57227;1328006;43,1;57227;43.1
2007;76;Occitanie;Maladies professionnelles;1297;1328006;NC;1297;
2007;76;Occitanie;Tous risques confondus;64048;1328006;NC;64048;
2007;84;Auvergne-Rhône-Alpes;Accidents de trajet;9751;2251076;4,3;9751;4.3
2007;84;Auvergne-Rhône-Alpes;Accidents du travail;100495;2251076;44,6;100495;44.6
2007;84;Auvergne-Rhône-Alpes;Maladies professionnelles;3281;2251076;NC;3281;
2007;84;Auvergne-Rhône-Alpes;Tous risques confondus;113527;2251076;NC;113527;
2007;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;7025;1295338;5,4;7025;5.4
2007;93;Provence-Alpes-Côte d'Azur;Accidents du travail;54042;1295338;41,7;54042;41.7
2007;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1338;1295338;NC;1338;
2007;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;62405;1295338;NC;62405;
2007;94;Corse;Accidents de trajet;387;69706;5,6;387;5.6
2007;94;Corse;Accidents du travail;3181;69706;45,6;3181;45.6
2007;94;Corse;Maladies professionnelles;140;69706;NC;140;
2007;94;Corse;Tous risques confondus;3708;69706;NC;3708;
2007;99;FRANCE;Accidents de trajet;82648;18640394;4,4;82648;4.4
2007;99;FRANCE;Accidents du travail;717394;18640394;38,5;717394;38.5
2007;99;FRANCE;Maladies professionnelles;31613;18640394;NC;31613;
2007;99;FRANCE;Tous risques confondus;831655;18640394;NC;831655;
2008;01;Guadeloupe;Accidents de trajet;146;88469;1,7;146;1.7
2008;01;Guadeloupe;Accidents du travail;1245;88469;14,1;1245;14.1
2008;01;Guadeloupe;Maladies professionnelles;33;88469;NC;33;
2008;01;Guadeloupe;Tous risques confondus;1424;88469;NC;1424;
2008;02;Martinique;Accidents de trajet;244;92983;2,6;244;2.6
2008;02;Martinique;Accidents du travail;2135;92983;23,0;2135;23.0
2008;02;Martinique;Maladies professionnelles;31;92983;NC;31;
2008;02;Martinique;Tous risques confondus;2410;92983;NC;2410;
2008;03;Guyane;Accidents de trajet;38;29975;1,3;38;1.3
2008;03;Guyane;Accidents du travail;486;29975;16,2;486;16.2
2008;03;Guyane;Maladies professionnelles;12;29975;NC;12;
2008;03;Guyane;Tous risques confondus;536;29975;NC;536;
2008;04;La Réunion;Accidents de trajet;504;171005;2,9;504;2.9
2008;04;La Réunion;Accidents du travail;4284;171005;25,1;4284;25.1
2008;04;La Réunion;Maladies professionnelles;82;171005;NC;82;
2008;04;La Réunion;Tous risques confondus;4870;171005;NC;4870;
2008;06;Mayotte;Accidents de trajet;0;0;NC;0;
2008;06;Mayotte;Accidents du travail;0;0;NC;0;
2008;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2008;06;Mayotte;Tous risques confondus;0;0;NC;0;
2008;11;Ile-de-France;Accidents de trajet;25188;4709508;5,3;25188;5.3
2008;11;Ile-de-France;Accidents du travail;118657;4709508;25,2;118657;25.2
2008;11;Ile-de-France;Maladies professionnelles;4050;4709508;NC;4050;
2008;11;Ile-de-France;Tous risques confondus;147895;4709508;NC;147895;
2008;24;Centre-Val de Loire;Accidents de trajet;2908;672877;4,3;2908;4.3
2008;24;Centre-Val de Loire;Accidents du travail;29215;672877;43,4;29215;43.4
2008;24;Centre-Val de Loire;Maladies professionnelles;1569;672877;NC;1569;
2008;24;Centre-Val de Loire;Tous risques confondus;33692;672877;NC;33692;
2008;27;Bourgogne-Franche-Comté;Accidents de trajet;3120;746134;4,2;3120;4.2
2008;27;Bourgogne-Franche-Comté;Accidents du travail;32002;746134;42,9;32002;42.9
2008;27;Bourgogne-Franche-Comté;Maladies professionnelles;2061;746134;NC;2061;
2008;27;Bourgogne-Franche-Comté;Tous risques confondus;37183;746134;NC;37183;
2008;28;Normandie;Accidents de trajet;4014;916990;4,4;4014;4.4
2008;28;Normandie;Accidents du travail;36714;916990;40,0;36714;40.0
2008;28;Normandie;Maladies professionnelles;2328;916990;NC;2328;
2008;28;Normandie;Tous risques confondus;43056;916990;NC;43056;
2008;32;Hauts-de-France;Accidents de trajet;6097;1603701;3,8;6097;3.8
2008;32;Hauts-de-France;Accidents du travail;63613;1603701;39,7;63613;39.7
2008;32;Hauts-de-France;Maladies professionnelles;3678;1603701;NC;3678;
2008;32;Hauts-de-France;Tous risques confondus;73388;1603701;NC;73388;
2008;44;Grand Est;Accidents de trajet;5905;1497381;3,9;5905;3.9
2008;44;Grand Est;Accidents du travail;59547;1497381;39,8;59547;39.8
2008;44;Grand Est;Maladies professionnelles;4276;1497381;NC;4276;
2008;44;Grand Est;Tous risques confondus;69728;1497381;NC;69728;
2008;52;Pays de la Loire;Accidents de trajet;4675;1029127;4,5;4675;4.5
2008;52;Pays de la Loire;Accidents du travail;45316;1029127;44,0;45316;44.0
2008;52;Pays de la Loire;Maladies professionnelles;3679;1029127;NC;3679;
2008;52;Pays de la Loire;Tous risques confondus;53670;1029127;NC;53670;
2008;53;Bretagne;Accidents de trajet;3004;832920;3,6;3004;3.6
2008;53;Bretagne;Accidents du travail;36694;832920;44,1;36694;44.1
2008;53;Bretagne;Maladies professionnelles;3536;832920;NC;3536;
2008;53;Bretagne;Tous risques confondus;43234;832920;NC;43234;
2008;75;Nouvelle-Aquitaine;Accidents de trajet;6241;1462938;4,3;6241;4.3
2008;75;Nouvelle-Aquitaine;Accidents du travail;61767;1462938;42,2;61767;42.2
2008;75;Nouvelle-Aquitaine;Maladies professionnelles;3446;1462938;NC;3446;
2008;75;Nouvelle-Aquitaine;Tous risques confondus;71454;1462938;NC;71454;
2008;76;Occitanie;Accidents de trajet;5863;1363354;4,3;5863;4.3
2008;76;Occitanie;Accidents du travail;57619;1363354;42,3;57619;42.3
2008;76;Occitanie;Maladies professionnelles;1451;1363354;NC;1451;
2008;76;Occitanie;Tous risques confondus;64933;1363354;NC;64933;
2008;84;Auvergne-Rhône-Alpes;Accidents de trajet;9771;2276200;4,3;9771;4.3
2008;84;Auvergne-Rhône-Alpes;Accidents du travail;97602;2276200;42,9;97602;42.9
2008;84;Auvergne-Rhône-Alpes;Maladies professionnelles;4016;2276200;NC;4016;
2008;84;Auvergne-Rhône-Alpes;Tous risques confondus;111389;2276200;NC;111389;
2008;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;7657;1300693;5,9;7657;5.9
2008;93;Provence-Alpes-Côte d'Azur;Accidents du travail;53453;1300693;41,1;53453;41.1
2008;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1494;1300693;NC;1494;
2008;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;62604;1300693;NC;62604;
2008;94;Corse;Accidents de trajet;293;70859;4,1;293;4.1
2008;94;Corse;Accidents du travail;2705;70859;38,2;2705;38.2
2008;94;Corse;Maladies professionnelles;157;70859;NC;157;
2008;94;Corse;Tous risques confondus;3155;70859;NC;3155;
2008;99;FRANCE;Accidents de trajet;85668;18865114;4,5;85668;4.5
2008;99;FRANCE;Accidents du travail;703054;18865114;37,3;703054;37.3
2008;99;FRANCE;Maladies professionnelles;35899;18865114;NC;35899;
2008;99;FRANCE;Tous risques confondus;824621;18865114;NC;824621;
2009;01;Guadeloupe;Accidents de trajet;122;83981;1,5;122;1.5
2009;01;Guadeloupe;Accidents du travail;844;83981;10,0;844;10.0
2009;01;Guadeloupe;Maladies professionnelles;21;83981;NC;21;
2009;01;Guadeloupe;Tous risques confondus;987;83981;NC;987;
2009;02;Martinique;Accidents de trajet;220;91606;2,4;220;2.4
2009;02;Martinique;Accidents du travail;1910;91606;20,9;1910;20.9
2009;02;Martinique;Maladies professionnelles;41;91606;NC;41;
2009;02;Martinique;Tous risques confondus;2171;91606;NC;2171;
2009;03;Guyane;Accidents de trajet;40;31857;1,3;40;1.3
2009;03;Guyane;Accidents du travail;355;31857;11,1;355;11.1
2009;03;Guyane;Maladies professionnelles;11;31857;NC;11;
2009;03;Guyane;Tous risques confondus;406;31857;NC;406;
2009;04;La Réunion;Accidents de trajet;460;165831;2,8;460;2.8
2009;04;La Réunion;Accidents du travail;3830;165831;23,1;3830;23.1
2009;04;La Réunion;Maladies professionnelles;85;165831;NC;85;
2009;04;La Réunion;Tous risques confondus;4375;165831;NC;4375;
2009;06;Mayotte;Accidents de trajet;0;0;NC;0;
2009;06;Mayotte;Accidents du travail;0;0;NC;0;
2009;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2009;06;Mayotte;Tous risques confondus;0;0;NC;0;
2009;11;Ile-de-France;Accidents de trajet;27853;4639679;6,0;27853;6.0
2009;11;Ile-de-France;Accidents du travail;116396;4639679;25,1;116396;25.1
2009;11;Ile-de-France;Maladies professionnelles;4682;4639679;NC;4682;
2009;11;Ile-de-France;Tous risques confondus;148931;4639679;NC;148931;
2009;24;Centre-Val de Loire;Accidents de trajet;3054;659712;4,6;3054;4.6
2009;24;Centre-Val de Loire;Accidents du travail;25471;659712;38,6;25471;38.6
2009;24;Centre-Val de Loire;Maladies professionnelles;1610;659712;NC;1610;
2009;24;Centre-Val de Loire;Tous risques confondus;30135;659712;NC;30135;
2009;27;Bourgogne-Franche-Comté;Accidents de trajet;3139;718450;4,4;3139;4.4
2009;27;Bourgogne-Franche-Comté;Accidents du travail;28229;718450;39,3;28229;39.3
2009;27;Bourgogne-Franche-Comté;Maladies professionnelles;2186;718450;NC;2186;
2009;27;Bourgogne-Franche-Comté;Tous risques confondus;33554;718450;NC;33554;
2009;28;Normandie;Accidents de trajet;3899;893883;4,4;3899;4.4
2009;28;Normandie;Accidents du travail;32314;893883;36,2;32314;36.2
2009;28;Normandie;Maladies professionnelles;2615;893883;NC;2615;
2009;28;Normandie;Tous risques confondus;38828;893883;NC;38828;
2009;32;Hauts-de-France;Accidents de trajet;6584;1555129;4,2;6584;4.2
2009;32;Hauts-de-France;Accidents du travail;59273;1555129;38,1;59273;38.1
2009;32;Hauts-de-France;Maladies professionnelles;3776;1555129;NC;3776;
2009;32;Hauts-de-France;Tous risques confondus;69633;1555129;NC;69633;
2009;44;Grand Est;Accidents de trajet;6222;1454429;4,3;6222;4.3
2009;44;Grand Est;Accidents du travail;54599;1454429;37,5;54599;37.5
2009;44;Grand Est;Maladies professionnelles;4573;1454429;NC;4573;
2009;44;Grand Est;Tous risques confondus;65394;1454429;NC;65394;
2009;52;Pays de la Loire;Accidents de trajet;4651;1007623;4,6;4651;4.6
2009;52;Pays de la Loire;Accidents du travail;40654;1007623;40,3;40654;40.3
2009;52;Pays de la Loire;Maladies professionnelles;4208;1007623;NC;4208;
2009;52;Pays de la Loire;Tous risques confondus;49513;1007623;NC;49513;
2009;53;Bretagne;Accidents de trajet;3451;830239;4,2;3451;4.2
2009;53;Bretagne;Accidents du travail;34553;830239;41,6;34553;41.6
2009;53;Bretagne;Maladies professionnelles;4239;830239;NC;4239;
2009;53;Bretagne;Tous risques confondus;42243;830239;NC;42243;
2009;75;Nouvelle-Aquitaine;Accidents de trajet;6266;1438461;4,4;6266;4.4
2009;75;Nouvelle-Aquitaine;Accidents du travail;54717;1438461;38,0;54717;38.0
2009;75;Nouvelle-Aquitaine;Maladies professionnelles;3861;1438461;NC;3861;
2009;75;Nouvelle-Aquitaine;Tous risques confondus;64844;1438461;NC;64844;
2009;76;Occitanie;Accidents de trajet;6055;1353548;4,5;6055;4.5
2009;76;Occitanie;Accidents du travail;54655;1353548;40,4;54655;40.4
2009;76;Occitanie;Maladies professionnelles;1815;1353548;NC;1815;
2009;76;Occitanie;Tous risques confondus;62525;1353548;NC;62525;
2009;84;Auvergne-Rhône-Alpes;Accidents de trajet;10832;2223892;4,9;10832;4.9
2009;84;Auvergne-Rhône-Alpes;Accidents du travail;88381;2223892;39,7;88381;39.7
2009;84;Auvergne-Rhône-Alpes;Maladies professionnelles;4683;2223892;NC;4683;
2009;84;Auvergne-Rhône-Alpes;Tous risques confondus;103896;2223892;NC;103896;
2009;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;8392;1280872;6,6;8392;6.6
2009;93;Provence-Alpes-Côte d'Azur;Accidents du travail;52000;1280872;40,6;52000;40.6
2009;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1850;1280872;NC;1850;
