annee;code_region_admin;libelle_region_admin;risque;nb_sinistres;nb_salaries;indice_frequence;nb_sinistres_int;indice_frequence_int
2014;84;Auvergne-Rhône-Alpes;Accidents de trajet;10083;2266180;4,4;10083;4.4
2014;84;Auvergne-Rhône-Alpes;Accidents du travail;83703;2266180;36,9;83703;36.9
2014;84;Auvergne-Rhône-Alpes;Maladies professionnelles;5125;2266180;NC;5125;
2014;84;Auvergne-Rhône-Alpes;Tous risques confondus;98911;2266180;NC;98911;
2014;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;8619;1322768;6,5;8619;6.5
2014;93;Provence-Alpes-Côte d'Azur;Accidents du travail;48688;1322768;36,8;48688;36.8
2014;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1858;1322768;NC;1858;
2014;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;59165;1322768;NC;59165;
2014;94;Corse;Accidents de trajet;425;79234;5,4;425;5.4
2014;94;Corse;Accidents du travail;3096;79234;39,1;3096;39.1
2014;94;Corse;Maladies professionnelles;170;79234;NC;170;
2014;94;Corse;Tous risques confondus;3691;79234;NC;3691;
2014;99;FRANCE;Accidents de trajet;84816;18610708;4,6;84816;4.6
2014;99;FRANCE;Accidents du travail;619160;18610708;33,3;619160;33.3
2014;99;FRANCE;Maladies professionnelles;44155;18610708;NC;44155;
2014;99;FRANCE;Tous risques confondus;748131;18610708;NC;748131;
2015;01;Guadeloupe;Accidents de trajet;136;90669;1,5;136;1.5
2015;01;Guadeloupe;Accidents du travail;1301;90669;14,3;1301;14.3
2015;01;Guadeloupe;Maladies professionnelles;25;90669;NC;25;
2015;01;Guadeloupe;Tous risques confondus;1462;90669;NC;1462;
2015;02;Martinique;Accidents de trajet;293;90872;3,2;293;3.2
2015;02;Martinique;Accidents du travail;2351;90872;25,9;2351;25.9
2015;02;Martinique;Maladies professionnelles;111;90872;NC;111;
2015;02;Martinique;Tous risques confondus;2755;90872;NC;2755;
2015;03;Guyane;Accidents de trajet;42;39593;1,1;42;1.1
2015;03;Guyane;Accidents du travail;359;39593;9,1;359;9.1
2015;03;Guyane;Maladies professionnelles;27;39593;NC;27;
2015;03;Guyane;Tous risques confondus;428;39593;NC;428;
2015;04;La Réunion;Accidents de trajet;589;188945;3,1;589;3.1
2015;04;La Réunion;Accidents du travail;4242;188945;22,5;4242;22.5
2015;04;La Réunion;Maladies professionnelles;234;188945;NC;234;
2015;04;La Réunion;Tous risques confondus;5065;188945;NC;5065;
2015;06;Mayotte;Accidents de trajet;0;0;NC;0;
2015;06;Mayotte;Accidents du travail;0;0;NC;0;
2015;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2015;06;Mayotte;Tous risques confondus;0;0;NC;0;
2015;11;Ile-de-France;Accidents de trajet;26063;4784394;5,4;26063;5.4
2015;11;Ile-de-France;Accidents du travail;109746;4784394;22,9;109746;22.9
2015;11;Ile-de-France;Maladies professionnelles;5680;4784394;NC;5680;
2015;11;Ile-de-France;Tous risques confondus;141489;4784394;NC;141489;
2015;24;Centre-Val de Loire;Accidents de trajet;2625;646136;4,1;2625;4.1
2015;24;Centre-Val de Loire;Accidents du travail;24528;646136;38,0;24528;38.0
2015;24;Centre-Val de Loire;Maladies professionnelles;1514;646136;NC;1514;
2015;24;Centre-Val de Loire;Tous risques confondus;28667;646136;NC;28667;
2015;27;Bourgogne-Franche-Comté;Accidents de trajet;2670;699224;3,8;2670;3.8
2015;27;Bourgogne-Franche-Comté;Accidents du travail;25580;699224;36,6;25580;36.6
2015;27;Bourgogne-Franche-Comté;Maladies professionnelles;2161;699224;NC;2161;
2015;27;Bourgogne-Franche-Comté;Tous risques confondus;30411;699224;NC;30411;
2015;28;Normandie;Accidents de trajet;3606;862176;4,2;3606;4.2
2015;28;Normandie;Accidents du travail;31521;862176;36,6;31521;36.6
2015;28;Normandie;Maladies professionnelles;2776;862176;NC;2776;
2015;28;Normandie;Tous risques confondus;37903;862176;NC;37903;
2015;32;Hauts-de-France;Accidents de trajet;5994;1528410;3,9;5994;3.9
2015;32;Hauts-de-France;Accidents du travail;56802;1528410;37,2;56802;37.2
2015;32;Hauts-de-France;Maladies professionnelles;4368;1528410;NC;4368;
2015;32;Hauts-de-France;Tous risques confondus;67164;1528410;NC;67164;
2015;44;Grand Est;Accidents de trajet;5365;1397587;3,8;5365;3.8
2015;44;Grand Est;Accidents du travail;47957;1397587;34,3;47957;34.3
2015;44;Grand Est;Maladies professionnelles;4787;1397587;NC;4787;
2015;44;Grand Est;Tous risques confondus;58109;1397587;NC;58109;
2015;52;Pays de la Loire;Accidents de trajet;4201;1045312;4,0;4201;4.0
2015;52;Pays de la Loire;Accidents du travail;39730;1045312;38,0;39730;38.0
2015;52;Pays de la Loire;Maladies professionnelles;4813;1045312;NC;4813;
2015;52;Pays de la Loire;Tous risques confondus;48744;1045312;NC;48744;
2015;53;Bretagne;Accidents de trajet;2827;836797;3,4;2827;3.4
2015;53;Bretagne;Accidents du travail;32279;836797;38,6;32279;38.6
2015;53;Bretagne;Maladies professionnelles;3328;836797;NC;3328;
2015;53;Bretagne;Tous risques confondus;38434;836797;NC;38434;
2015;75;Nouvelle-Aquitaine;Accidents de trajet;6066;1461429;4,2;6066;4.2
2015;75;Nouvelle-Aquitaine;Accidents du travail;55900;1461429;38,3;55900;38.3
2015;75;Nouvelle-Aquitaine;Maladies professionnelles;4440;1461429;NC;4440;
2015;75;Nouvelle-Aquitaine;Tous risques confondus;66406;1461429;NC;66406;
2015;76;Occitanie;Accidents de trajet;6517;1395880;4,7;6517;4.7
2015;76;Occitanie;Accidents du travail;53878;1395880;38,6;53878;38.6
2015;76;Occitanie;Maladies professionnelles;2173;1395880;NC;2173;
2015;76;Occitanie;Tous risques confondus;62568;1395880;NC;62568;
2015;84;Auvergne-Rhône-Alpes;Accidents de trajet;10085;2290224;4,4;10085;4.4
2015;84;Auvergne-Rhône-Alpes;Accidents du travail;84398;2290224;36,9;84398;36.9
2015;84;Auvergne-Rhône-Alpes;Maladies professionnelles;5097;2290224;NC;5097;
2015;84;Auvergne-Rhône-Alpes;Tous risques confondus;99580;2290224;NC;99580;
2015;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;8704;1333434;6,5;8704;6.5
2015;93;Provence-Alpes-Côte d'Azur;Accidents du travail;48922;1333434;36,7;48922;36.7
2015;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1839;1333434;NC;1839;
2015;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;59465;1333434;NC;59465;
2015;94;Corse;Accidents de trajet;440;79314;5,5;440;5.5
2015;94;Corse;Accidents du travail;3041;79314;38,3;3041;38.3
2015;94;Corse;Maladies professionnelles;158;79314;NC;158;
2015;94;Corse;Tous risques confondus;3639;79314;NC;3639;
2015;99;FRANCE;Accidents de trajet;86223;18770396;4,6;86223;4.6
2015;99;FRANCE;Accidents du travail;622535;18770396;33,2;622535;33.2
2015;99;FRANCE;Maladies professionnelles;43531;18770396;NC;43531;
2015;99;FRANCE;Tous risques confondus;752289;18770396;NC;752289;
2016;01;Guadeloupe;Accidents de trajet;169;91216;1,9;169;1.9
2016;01;Guadeloupe;Accidents du travail;1394;91216;15,3;1394;15.3
2016;01;Guadeloupe;Maladies professionnelles;42;91216;NC;42;
2016;01;Guadeloupe;Tous risques confondus;1605;91216;NC;1605;
2016;02;Martinique;Accidents de trajet;312;91626;3,4;312;3.4
2016;02;Martinique;Accidents du travail;2494;91626;27,2;2494;27.2
2016;02;Martinique;Maladies professionnelles;99;91626;NC;99;
2016;02;Martinique;Tous risques confondus;2905;91626;NC;2905;
2016;03;Guyane;Accidents de trajet;86;39870;2,2;86;2.2
2016;03;Guyane;Accidents du travail;549;39870;13,8;549;13.8
2016;03;Guyane;Maladies professionnelles;19;39870;NC;19;
2016;03;Guyane;Tous risques confondus;654;39870;NC;654;
2016;04;La Réunion;Accidents de trajet;620;193090;3,2;620;3.2
2016;04;La Réunion;Accidents du travail;4934;193090;25,6;4934;25.6
