annee;code_NAF5;libelle_NAF5;libelle_cause_TR
2024;2363Z;Fabrication de béton prêt à l'emploi;Entrainé par quelque chose ou quelqu'un
2024;2363Z;Fabrication de béton prêt à l'emploi;Geste intempestif
2024;2363Z;Fabrication de béton prêt à l'emploi;Perte d'équilibre avec chute
2024;2363Z;Fabrication de béton prêt à l'emploi;Perte d'équilibre sans chute
2024;2363Z;Fabrication de béton prêt à l'emploi;Perte de contrôle d'un véhicule
2024;2363Z;Fabrication de béton prêt à l'emploi;Violence et agression
2024;2364Z;Fabrication de mortiers et bétons secs;Autres causes
2024;2364Z;Fabrication de mortiers et bétons secs;Chute de hauteur
2024;2364Z;Fabrication de mortiers et bétons secs;Entrainé par quelque chose ou quelqu'un
2024;2364Z;Fabrication de mortiers et bétons secs;Geste intempestif
2024;2364Z;Fabrication de mortiers et bétons secs;Perte d'équilibre avec chute
2024;2364Z;Fabrication de mortiers et bétons secs;Perte d'équilibre sans chute
2024;2364Z;Fabrication de mortiers et bétons secs;Perte de contrôle d'un véhicule
2024;2364Z;Fabrication de mortiers et bétons secs;Violence et agression
2024;2365Z;Fabrication d'ouvrages en fibre-ciment;Autres causes
2024;2365Z;Fabrication d'ouvrages en fibre-ciment;Chute de hauteur
2024;2365Z;Fabrication d'ouvrages en fibre-ciment;Entrainé par quelque chose ou quelqu'un
2024;2365Z;Fabrication d'ouvrages en fibre-ciment;Geste intempestif
2024;2365Z;Fabrication d'ouvrages en fibre-ciment;Perte d'équilibre avec chute
2024;2365Z;Fabrication d'ouvrages en fibre-ciment;Perte d'équilibre sans chute
2024;2365Z;Fabrication d'ouvrages en fibre-ciment;Perte de contrôle d'un véhicule
2024;2365Z;Fabrication d'ouvrages en fibre-ciment;Violence et agression
2024;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Autres causes
2024;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Chute de hauteur
2024;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Entrainé par quelque chose ou quelqu'un
2024;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Geste intempestif
2024;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Perte d'équilibre avec chute
2024;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Perte d'équilibre sans chute
2024;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Perte de contrôle d'un véhicule
2024;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;Violence et agression
2024;2370Z;Taille, façonnage et finissage de pierres;Autres causes
2024;2370Z;Taille, façonnage et finissage de pierres;Chute de hauteur
2024;2370Z;Taille, façonnage et finissage de pierres;Entrainé par quelque chose ou quelqu'un
2024;2370Z;Taille, façonnage et finissage de pierres;Geste intempestif
2024;2370Z;Taille, façonnage et finissage de pierres;Perte d'équilibre avec chute
2024;2370Z;Taille, façonnage et finissage de pierres;Perte d'équilibre sans chute
2024;2370Z;Taille, façonnage et finissage de pierres;Perte de contrôle d'un véhicule
2024;2370Z;Taille, façonnage et finissage de pierres;Violence et agression
2024;2391Z;Fabrication de produits abrasifs;Autres causes
2024;2391Z;Fabrication de produits abrasifs;Chute de hauteur
2024;2391Z;Fabrication de produits abrasifs;Entrainé par quelque chose ou quelqu'un
2024;2391Z;Fabrication de produits abrasifs;Geste intempestif
2024;2391Z;Fabrication de produits abrasifs;Perte d'équilibre avec chute
2024;2391Z;Fabrication de produits abrasifs;Perte d'équilibre sans chute
2024;2391Z;Fabrication de produits abrasifs;Perte de contrôle d'un véhicule
2024;2391Z;Fabrication de produits abrasifs;Violence et agression
2024;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Autres causes
2024;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Chute de hauteur
2024;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Entrainé par quelque chose ou quelqu'un
2024;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Geste intempestif
2024;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Perte d'équilibre avec chute
2024;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Perte d'équilibre sans chute
2024;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Perte de contrôle d'un véhicule
2024;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;Violence et agression
2024;2410Z;Sidérurgie;Autres causes
2024;2410Z;Sidérurgie;Chute de hauteur
2024;2410Z;Sidérurgie;Entrainé par quelque chose ou quelqu'un
2024;2410Z;Sidérurgie;Geste intempestif
2024;2410Z;Sidérurgie;Perte d'équilibre avec chute
2024;2410Z;Sidérurgie;Perte d'équilibre sans chute
2024;2410Z;Sidérurgie;Perte de contrôle d'un véhicule
2024;2410Z;Sidérurgie;Violence et agression
2024;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Autres causes
2024;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Chute de hauteur
2024;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Entrainé par quelque chose ou quelqu'un
2024;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Geste intempestif
2024;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Perte d'équilibre avec chute
2024;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Perte d'équilibre sans chute
2024;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Perte de contrôle d'un véhicule
2024;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;Violence et agression
2024;2431Z;Étirage à froid de barres;Autres causes
2024;2431Z;Étirage à froid de barres;Chute de hauteur
2024;2431Z;Étirage à froid de barres;Entrainé par quelque chose ou quelqu'un
2024;2431Z;Étirage à froid de barres;Geste intempestif
2024;2431Z;Étirage à froid de barres;Perte d'équilibre avec chute
2024;2431Z;Étirage à froid de barres;Perte d'équilibre sans chute
2024;2431Z;Étirage à froid de barres;Perte de contrôle d'un véhicule
2024;2431Z;Étirage à froid de barres;Violence et agression
2024;2432Z;Laminage à froid de feuillards;Autres causes
2024;2432Z;Laminage à froid de feuillards;Chute de hauteur
2024;2432Z;Laminage à froid de feuillards;Entrainé par quelque chose ou quelqu'un
2024;2432Z;Laminage à froid de feuillards;Geste intempestif
2024;2432Z;Laminage à froid de feuillards;Perte d'équilibre avec chute
2024;2432Z;Laminage à froid de feuillards;Perte d'équilibre sans chute
2024;2432Z;Laminage à froid de feuillards;Perte de contrôle d'un véhicule
2024;2432Z;Laminage à froid de feuillards;Violence et agression
2024;2433Z;Profilage à froid par formage ou pliage;Autres causes
2024;2433Z;Profilage à froid par formage ou pliage;Chute de hauteur
2024;2433Z;Profilage à froid par formage ou pliage;Entrainé par quelque chose ou quelqu'un
2024;2433Z;Profilage à froid par formage ou pliage;Geste intempestif
2024;2433Z;Profilage à froid par formage ou pliage;Perte d'équilibre avec chute
2024;2433Z;Profilage à froid par formage ou pliage;Perte d'équilibre sans chute
2024;2433Z;Profilage à froid par formage ou pliage;Perte de contrôle d'un véhicule
2024;2433Z;Profilage à froid par formage ou pliage;Violence et agression
2024;2434Z;Tréfilage à froid;Autres causes
2024;2434Z;Tréfilage à froid;Chute de hauteur
2024;2434Z;Tréfilage à froid;Entrainé par quelque chose ou quelqu'un
2024;2434Z;Tréfilage à froid;Geste intempestif
2024;2434Z;Tréfilage à froid;Perte d'équilibre avec chute
2024;2434Z;Tréfilage à froid;Perte d'équilibre sans chute
2024;2434Z;Tréfilage à froid;Perte de contrôle d'un véhicule
2024;2434Z;Tréfilage à froid;Violence et agression
2024;2441Z;Production de métaux précieux;Autres causes
2024;2441Z;Production de métaux précieux;Chute de hauteur
2024;2441Z;Production de métaux précieux;Entrainé par quelque chose ou quelqu'un
2024;2441Z;Production de métaux précieux;Geste intempestif
2024;2441Z;Production de métaux précieux;Perte d'équilibre avec chute
2024;2441Z;Production de métaux précieux;Perte d'équilibre sans chute
2024;2441Z;Production de métaux précieux;Perte de contrôle d'un véhicule
2024;2441Z;Production de métaux précieux;Violence et agression
2024;2442Z;Métallurgie de l'aluminium;Autres causes
2024;2442Z;Métallurgie de l'aluminium;Chute de hauteur
2024;2442Z;Métallurgie de l'aluminium;Entrainé par quelque chose ou quelqu'un
2024;2442Z;Métallurgie de l'aluminium;Geste intempestif
2024;2442Z;Métallurgie de l'aluminium;Perte d'équilibre avec chute
2024;2442Z;Métallurgie de l'aluminium;Perte d'équilibre sans chute
2024;2442Z;Métallurgie de l'aluminium;Perte de contrôle d'un véhicule
2024;2442Z;Métallurgie de l'aluminium;Violence et agression
2024;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Autres causes
2024;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Chute de hauteur
2024;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Entrainé par quelque chose ou quelqu'un
2024;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Geste intempestif
2024;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Perte d'équilibre avec chute
2024;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Perte d'équilibre sans chute
2024;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Perte de contrôle d'un véhicule
2024;2443Z;Métallurgie du plomb, du zinc ou de l'étain;Violence et agression
2024;2444Z;Métallurgie du cuivre;Autres causes
2024;2444Z;Métallurgie du cuivre;Chute de hauteur
2024;2444Z;Métallurgie du cuivre;Entrainé par quelque chose ou quelqu'un
2024;2444Z;Métallurgie du cuivre;Geste intempestif
2024;2444Z;Métallurgie du cuivre;Perte d'équilibre avec chute
2024;2444Z;Métallurgie du cuivre;Perte d'équilibre sans chute
2024;2444Z;Métallurgie du cuivre;Perte de contrôle d'un véhicule
2024;2444Z;Métallurgie du cuivre;Violence et agression
2024;2445Z;Métallurgie des autres métaux non ferreux;Autres causes
2024;2445Z;Métallurgie des autres métaux non ferreux;Chute de hauteur
2024;2445Z;Métallurgie des autres métaux non ferreux;Entrainé par quelque chose ou quelqu'un
2024;2445Z;Métallurgie des autres métaux non ferreux;Geste intempestif
2024;2445Z;Métallurgie des autres métaux non ferreux;Perte d'équilibre avec chute
2024;2445Z;Métallurgie des autres métaux non ferreux;Perte d'équilibre sans chute
2024;2445Z;Métallurgie des autres métaux non ferreux;Perte de contrôle d'un véhicule
2024;2445Z;Métallurgie des autres métaux non ferreux;Violence et agression
2024;2446Z;Élaboration et transformation de matières nucléaires;Autres causes
2024;2446Z;Élaboration et transformation de matières nucléaires;Chute de hauteur
2024;2446Z;Élaboration et transformation de matières nucléaires;Entrainé par quelque chose ou quelqu'un
2024;2446Z;Élaboration et transformation de matières nucléaires;Geste intempestif
2024;2446Z;Élaboration et transformation de matières nucléaires;Perte d'équilibre avec chute
2024;2446Z;Élaboration et transformation de matières nucléaires;Perte d'équilibre sans chute
2024;2446Z;Élaboration et transformation de matières nucléaires;Perte de contrôle d'un véhicule
2024;2446Z;Élaboration et transformation de matières nucléaires;Violence et agression
2024;2451Z;Fonderie de fonte;Autres causes
2024;2451Z;Fonderie de fonte;Chute de hauteur
2024;2451Z;Fonderie de fonte;Entrainé par quelque chose ou quelqu'un
2024;2451Z;Fonderie de fonte;Geste intempestif
2024;2451Z;Fonderie de fonte;Perte d'équilibre avec chute
2024;2451Z;Fonderie de fonte;Perte d'équilibre sans chute
2024;2451Z;Fonderie de fonte;Perte de contrôle d'un véhicule
2024;2451Z;Fonderie de fonte;Violence et agression
2024;2452Z;Fonderie d'acier;Autres causes
2024;2452Z;Fonderie d'acier;Chute de hauteur
2024;2452Z;Fonderie d'acier;Entrainé par quelque chose ou quelqu'un
2024;2452Z;Fonderie d'acier;Geste intempestif
2024;2452Z;Fonderie d'acier;Perte d'équilibre avec chute
2024;2452Z;Fonderie d'acier;Perte d'équilibre sans chute
2024;2452Z;Fonderie d'acier;Perte de contrôle d'un véhicule
2024;2452Z;Fonderie d'acier;Violence et agression
2024;2453Z;Fonderie de métaux légers;Autres causes
2024;2453Z;Fonderie de métaux légers;Chute de hauteur
2024;2453Z;Fonderie de métaux légers;Entrainé par quelque chose ou quelqu'un
2024;2453Z;Fonderie de métaux légers;Geste intempestif
2024;2453Z;Fonderie de métaux légers;Perte d'équilibre avec chute
2024;2453Z;Fonderie de métaux légers;Perte d'équilibre sans chute
2024;2453Z;Fonderie de métaux légers;Perte de contrôle d'un véhicule
2024;2453Z;Fonderie de métaux légers;Violence et agression
2024;2454Z;Fonderie d'autres métaux non ferreux;Autres causes
2024;2454Z;Fonderie d'autres métaux non ferreux;Chute de hauteur
2024;2454Z;Fonderie d'autres métaux non ferreux;Entrainé par quelque chose ou quelqu'un
2024;2454Z;Fonderie d'autres métaux non ferreux;Geste intempestif
2024;2454Z;Fonderie d'autres métaux non ferreux;Perte d'équilibre avec chute
2024;2454Z;Fonderie d'autres métaux non ferreux;Perte d'équilibre sans chute
2024;2454Z;Fonderie d'autres métaux non ferreux;Perte de contrôle d'un véhicule
2024;2454Z;Fonderie d'autres métaux non ferreux;Violence et agression
2024;2511Z;Fabrication de structures métalliques et de parties de structures;Autres causes
2024;2511Z;Fabrication de structures métalliques et de parties de structures;Chute de hauteur
2024;2511Z;Fabrication de structures métalliques et de parties de structures;Entrainé par quelque chose ou quelqu'un
2024;2511Z;Fabrication de structures métalliques et de parties de structures;Geste intempestif
2024;2511Z;Fabrication de structures métalliques et de parties de structures;Perte d'équilibre avec chute
2024;2511Z;Fabrication de structures métalliques et de parties de structures;Perte d'équilibre sans chute
2024;2511Z;Fabrication de structures métalliques et de parties de structures;Perte de contrôle d'un véhicule
2024;2511Z;Fabrication de structures métalliques et de parties de structures;Violence et agression
2024;2512Z;Fabrication de portes et fenêtres en métal;Autres causes
2024;2512Z;Fabrication de portes et fenêtres en métal;Chute de hauteur
2024;2512Z;Fabrication de portes et fenêtres en métal;Entrainé par quelque chose ou quelqu'un
2024;2512Z;Fabrication de portes et fenêtres en métal;Geste intempestif
2024;2512Z;Fabrication de portes et fenêtres en métal;Perte d'équilibre avec chute
2024;2512Z;Fabrication de portes et fenêtres en métal;Perte d'équilibre sans chute
2024;2512Z;Fabrication de portes et fenêtres en métal;Perte de contrôle d'un véhicule
2024;2512Z;Fabrication de portes et fenêtres en métal;Violence et agression
2024;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Autres causes
2024;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Chute de hauteur
2024;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Entrainé par quelque chose ou quelqu'un
2024;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Geste intempestif
2024;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Perte d'équilibre avec chute
2024;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Perte d'équilibre sans chute
2024;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Perte de contrôle d'un véhicule
2024;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;Violence et agression
2024;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Autres causes
2024;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Chute de hauteur
2024;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Entrainé par quelque chose ou quelqu'un
2024;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Geste intempestif
2024;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Perte d'équilibre avec chute
2024;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Perte d'équilibre sans chute
2024;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Perte de contrôle d'un véhicule
2024;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Violence et agression
2024;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Autres causes
2024;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Chute de hauteur
2024;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Entrainé par quelque chose ou quelqu'un
2024;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Geste intempestif
2024;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Perte d'équilibre avec chute
2024;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Perte d'équilibre sans chute
2024;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Perte de contrôle d'un véhicule
2024;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Violence et agression
2024;2540Z;Fabrication d'armes et de munitions;Autres causes
2024;2540Z;Fabrication d'armes et de munitions;Chute de hauteur
2024;2540Z;Fabrication d'armes et de munitions;Entrainé par quelque chose ou quelqu'un
2024;2540Z;Fabrication d'armes et de munitions;Geste intempestif
2024;2540Z;Fabrication d'armes et de munitions;Perte d'équilibre avec chute
2024;2540Z;Fabrication d'armes et de munitions;Perte d'équilibre sans chute
2024;2540Z;Fabrication d'armes et de munitions;Perte de contrôle d'un véhicule
2024;2540Z;Fabrication d'armes et de munitions;Violence et agression
2024;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Autres causes
2024;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Chute de hauteur
2024;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Entrainé par quelque chose ou quelqu'un
2024;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Geste intempestif
2024;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Perte d'équilibre avec chute
2024;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Perte d'équilibre sans chute
2024;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Perte de contrôle d'un véhicule
2024;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Violence et agression
2024;2550B;Découpage, emboutissage;Autres causes
2024;2550B;Découpage, emboutissage;Chute de hauteur
2024;2550B;Découpage, emboutissage;Entrainé par quelque chose ou quelqu'un
2024;2550B;Découpage, emboutissage;Geste intempestif
2024;2550B;Découpage, emboutissage;Perte d'équilibre avec chute
2024;2550B;Découpage, emboutissage;Perte d'équilibre sans chute
2024;2550B;Découpage, emboutissage;Perte de contrôle d'un véhicule
2024;2550B;Découpage, emboutissage;Violence et agression
2024;2561Z;Traitement et revêtement des métaux;Autres causes
2024;2561Z;Traitement et revêtement des métaux;Chute de hauteur
2024;2561Z;Traitement et revêtement des métaux;Entrainé par quelque chose ou quelqu'un
2024;2561Z;Traitement et revêtement des métaux;Geste intempestif
2024;2561Z;Traitement et revêtement des métaux;Perte d'équilibre avec chute
2024;2561Z;Traitement et revêtement des métaux;Perte d'équilibre sans chute
2024;2561Z;Traitement et revêtement des métaux;Perte de contrôle d'un véhicule
2024;2561Z;Traitement et revêtement des métaux;Violence et agression
2024;2562A;Décolletage;Autres causes
2024;2562A;Décolletage;Chute de hauteur
2024;2562A;Décolletage;Entrainé par quelque chose ou quelqu'un
2024;2562A;Décolletage;Geste intempestif
2024;2562A;Décolletage;Perte d'équilibre avec chute
2024;2562A;Décolletage;Perte d'équilibre sans chute
2024;2562A;Décolletage;Perte de contrôle d'un véhicule
2024;2562A;Décolletage;Violence et agression
2024;2562B;Mécanique industrielle;Autres causes
2024;2562B;Mécanique industrielle;Chute de hauteur
2024;2562B;Mécanique industrielle;Entrainé par quelque chose ou quelqu'un
2024;2562B;Mécanique industrielle;Geste intempestif
2024;2562B;Mécanique industrielle;Perte d'équilibre avec chute
2024;2562B;Mécanique industrielle;Perte d'équilibre sans chute
2024;2562B;Mécanique industrielle;Perte de contrôle d'un véhicule
2024;2562B;Mécanique industrielle;Violence et agression
2024;2571Z;Fabrication de coutellerie;Autres causes
2024;2571Z;Fabrication de coutellerie;Chute de hauteur
2024;2571Z;Fabrication de coutellerie;Entrainé par quelque chose ou quelqu'un
2024;2571Z;Fabrication de coutellerie;Geste intempestif
2024;2571Z;Fabrication de coutellerie;Perte d'équilibre avec chute
2024;2571Z;Fabrication de coutellerie;Perte d'équilibre sans chute
2024;2571Z;Fabrication de coutellerie;Perte de contrôle d'un véhicule
2024;2571Z;Fabrication de coutellerie;Violence et agression
2024;2572Z;Fabrication de serrures et de ferrures;Autres causes
2024;2572Z;Fabrication de serrures et de ferrures;Chute de hauteur
2024;2572Z;Fabrication de serrures et de ferrures;Entrainé par quelque chose ou quelqu'un
2024;2572Z;Fabrication de serrures et de ferrures;Geste intempestif
2024;2572Z;Fabrication de serrures et de ferrures;Perte d'équilibre avec chute
2024;2572Z;Fabrication de serrures et de ferrures;Perte d'équilibre sans chute
2024;2572Z;Fabrication de serrures et de ferrures;Perte de contrôle d'un véhicule
2024;2572Z;Fabrication de serrures et de ferrures;Violence et agression
2024;2573A;Fabrication de moules et modèles;Autres causes
2024;2573A;Fabrication de moules et modèles;Chute de hauteur
2024;2573A;Fabrication de moules et modèles;Entrainé par quelque chose ou quelqu'un
2024;2573A;Fabrication de moules et modèles;Geste intempestif
2024;2573A;Fabrication de moules et modèles;Perte d'équilibre avec chute
2024;2573A;Fabrication de moules et modèles;Perte d'équilibre sans chute
2024;2573A;Fabrication de moules et modèles;Perte de contrôle d'un véhicule
2024;2573A;Fabrication de moules et modèles;Violence et agression
2024;2573B;Fabrication d'autres outillages;Autres causes
2024;2573B;Fabrication d'autres outillages;Chute de hauteur
2024;2573B;Fabrication d'autres outillages;Entrainé par quelque chose ou quelqu'un
2024;2573B;Fabrication d'autres outillages;Geste intempestif
2024;2573B;Fabrication d'autres outillages;Perte d'équilibre avec chute
2024;2573B;Fabrication d'autres outillages;Perte d'équilibre sans chute
2024;2573B;Fabrication d'autres outillages;Perte de contrôle d'un véhicule
2024;2573B;Fabrication d'autres outillages;Violence et agression
2024;2591Z;Fabrication de fûts et emballages métalliques similaires;Autres causes
2024;2591Z;Fabrication de fûts et emballages métalliques similaires;Chute de hauteur
2024;2591Z;Fabrication de fûts et emballages métalliques similaires;Entrainé par quelque chose ou quelqu'un
2024;2591Z;Fabrication de fûts et emballages métalliques similaires;Geste intempestif
2024;2591Z;Fabrication de fûts et emballages métalliques similaires;Perte d'équilibre avec chute
2024;2591Z;Fabrication de fûts et emballages métalliques similaires;Perte d'équilibre sans chute
2024;2591Z;Fabrication de fûts et emballages métalliques similaires;Perte de contrôle d'un véhicule
2024;2591Z;Fabrication de fûts et emballages métalliques similaires;Violence et agression
2024;2592Z;Fabrication d'emballages métalliques légers;Autres causes
2024;2592Z;Fabrication d'emballages métalliques légers;Chute de hauteur
2024;2592Z;Fabrication d'emballages métalliques légers;Entrainé par quelque chose ou quelqu'un
2024;2592Z;Fabrication d'emballages métalliques légers;Geste intempestif
2024;2592Z;Fabrication d'emballages métalliques légers;Perte d'équilibre avec chute
2024;2592Z;Fabrication d'emballages métalliques légers;Perte d'équilibre sans chute
2024;2592Z;Fabrication d'emballages métalliques légers;Perte de contrôle d'un véhicule
2024;2592Z;Fabrication d'emballages métalliques légers;Violence et agression
2024;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Autres causes
2024;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Chute de hauteur
2024;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Entrainé par quelque chose ou quelqu'un
2024;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Geste intempestif
2024;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Perte d'équilibre avec chute
2024;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Perte d'équilibre sans chute
2024;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Perte de contrôle d'un véhicule
2024;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Violence et agression
2024;2594Z;Fabrication de vis et de boulons;Autres causes
2024;2594Z;Fabrication de vis et de boulons;Chute de hauteur
2024;2594Z;Fabrication de vis et de boulons;Entrainé par quelque chose ou quelqu'un
2024;2594Z;Fabrication de vis et de boulons;Geste intempestif
2024;2594Z;Fabrication de vis et de boulons;Perte d'équilibre avec chute
2024;2594Z;Fabrication de vis et de boulons;Perte d'équilibre sans chute
2024;2594Z;Fabrication de vis et de boulons;Perte de contrôle d'un véhicule
2024;2594Z;Fabrication de vis et de boulons;Violence et agression
2024;2599A;Fabrication d'articles métalliques ménagers;Autres causes
2024;2599A;Fabrication d'articles métalliques ménagers;Chute de hauteur
2024;2599A;Fabrication d'articles métalliques ménagers;Entrainé par quelque chose ou quelqu'un
2024;2599A;Fabrication d'articles métalliques ménagers;Geste intempestif
2024;2599A;Fabrication d'articles métalliques ménagers;Perte d'équilibre avec chute
2024;2599A;Fabrication d'articles métalliques ménagers;Perte d'équilibre sans chute
2024;2599A;Fabrication d'articles métalliques ménagers;Perte de contrôle d'un véhicule
2024;2599A;Fabrication d'articles métalliques ménagers;Violence et agression
2024;2599B;Fabrication d'autres articles métalliques;Autres causes
2024;2599B;Fabrication d'autres articles métalliques;Chute de hauteur
2024;2599B;Fabrication d'autres articles métalliques;Entrainé par quelque chose ou quelqu'un
2024;2599B;Fabrication d'autres articles métalliques;Geste intempestif
2024;2599B;Fabrication d'autres articles métalliques;Perte d'équilibre avec chute
2024;2599B;Fabrication d'autres articles métalliques;Perte d'équilibre sans chute
2024;2599B;Fabrication d'autres articles métalliques;Perte de contrôle d'un véhicule
2024;2599B;Fabrication d'autres articles métalliques;Violence et agression
2024;2611Z;Fabrication de composants électroniques;Autres causes
2024;2611Z;Fabrication de composants électroniques;Chute de hauteur
2024;2611Z;Fabrication de composants électroniques;Entrainé par quelque chose ou quelqu'un
2024;2611Z;Fabrication de composants électroniques;Geste intempestif
2024;2611Z;Fabrication de composants électroniques;Perte d'équilibre avec chute
2024;2611Z;Fabrication de composants électroniques;Perte d'équilibre sans chute
2024;2611Z;Fabrication de composants électroniques;Perte de contrôle d'un véhicule
2024;2611Z;Fabrication de composants électroniques;Violence et agression
2024;2612Z;Fabrication de cartes électroniques assemblées;Autres causes
2024;2612Z;Fabrication de cartes électroniques assemblées;Chute de hauteur
2024;2612Z;Fabrication de cartes électroniques assemblées;Entrainé par quelque chose ou quelqu'un
2024;2612Z;Fabrication de cartes électroniques assemblées;Geste intempestif
2024;2612Z;Fabrication de cartes électroniques assemblées;Perte d'équilibre avec chute
2024;2612Z;Fabrication de cartes électroniques assemblées;Perte d'équilibre sans chute
2024;2612Z;Fabrication de cartes électroniques assemblées;Perte de contrôle d'un véhicule
2024;2612Z;Fabrication de cartes électroniques assemblées;Violence et agression
2024;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Autres causes
2024;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Chute de hauteur
2024;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Entrainé par quelque chose ou quelqu'un
2024;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Geste intempestif
2024;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Perte d'équilibre avec chute
2024;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Perte d'équilibre sans chute
2024;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Perte de contrôle d'un véhicule
2024;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Violence et agression
2024;2630Z;Fabrication d'équipements de communication;Autres causes
2024;2630Z;Fabrication d'équipements de communication;Chute de hauteur
2024;2630Z;Fabrication d'équipements de communication;Entrainé par quelque chose ou quelqu'un
2024;2630Z;Fabrication d'équipements de communication;Geste intempestif
