annee;code_NAF5;libelle_NAF5;risque;nb_jours_arret_travail
2019;4618Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;Accidents du travail;19547.0
2019;4618Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;Maladies professionnelles;4183.0
2019;4619A;Centrales d'achat non alimentaires;Accidents de trajet;3196.0
2019;4619A;Centrales d'achat non alimentaires;Accidents du travail;10180.0
2019;4619A;Centrales d'achat non alimentaires;Maladies professionnelles;4419.0
2019;4619B;Autres intermédiaires du commerce en produits divers;Accidents de trajet;1314.0
2019;4619B;Autres intermédiaires du commerce en produits divers;Accidents du travail;6661.0
2019;4619B;Autres intermédiaires du commerce en produits divers;Maladies professionnelles;1295.0
2019;4621Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;Accidents de trajet;1345.0
2019;4621Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;Accidents du travail;24755.0
2019;4621Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;Maladies professionnelles;3413.0
2019;4622Z;Commerce de gros (commerce interentreprises) de fleurs et plantes;Accidents de trajet;1339.0
2019;4622Z;Commerce de gros (commerce interentreprises) de fleurs et plantes;Accidents du travail;5525.0
2019;4622Z;Commerce de gros (commerce interentreprises) de fleurs et plantes;Maladies professionnelles;1744.0
2019;4623Z;Commerce de gros (commerce interentreprises) d'animaux vivants;Accidents de trajet;70.0
2019;4623Z;Commerce de gros (commerce interentreprises) d'animaux vivants;Accidents du travail;10082.0
2019;4623Z;Commerce de gros (commerce interentreprises) d'animaux vivants;Maladies professionnelles;1169.0
2019;4624Z;Commerce de gros (commerce interentreprises) de cuirs et peaux;Accidents de trajet;130.0
2019;4624Z;Commerce de gros (commerce interentreprises) de cuirs et peaux;Accidents du travail;1217.0
2019;4624Z;Commerce de gros (commerce interentreprises) de cuirs et peaux;Maladies professionnelles;0.0
2019;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes;Accidents de trajet;10580.0
2019;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes;Accidents du travail;111809.0
2019;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes;Maladies professionnelles;25345.0
2019;4632A;Commerce de gros (commerce interentreprises) de viandes de boucherie;Accidents de trajet;2223.0
2019;4632A;Commerce de gros (commerce interentreprises) de viandes de boucherie;Accidents du travail;21998.0
2019;4632A;Commerce de gros (commerce interentreprises) de viandes de boucherie;Maladies professionnelles;10623.0
2019;4632B;Commerce de gros (commerce interentreprises) de produits à base de viande;Accidents de trajet;760.0
2019;4632B;Commerce de gros (commerce interentreprises) de produits à base de viande;Accidents du travail;5073.0
2019;4632B;Commerce de gros (commerce interentreprises) de produits à base de viande;Maladies professionnelles;1331.0
2019;4632C;Commerce de gros (commerce interentreprises) de volailles et gibier;Accidents de trajet;1116.0
2019;4632C;Commerce de gros (commerce interentreprises) de volailles et gibier;Accidents du travail;8030.0
2019;4632C;Commerce de gros (commerce interentreprises) de volailles et gibier;Maladies professionnelles;5461.0
2019;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles;Accidents de trajet;2828.0
2019;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles;Accidents du travail;39569.0
2019;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles;Maladies professionnelles;13090.0
2019;4634Z;Commerce de gros (commerce interentreprises) de boissons;Accidents de trajet;6524.0
2019;4634Z;Commerce de gros (commerce interentreprises) de boissons;Accidents du travail;90629.0
2019;4634Z;Commerce de gros (commerce interentreprises) de boissons;Maladies professionnelles;15070.0
2019;4635Z;Commerce de gros (commerce interentreprises) de produits à base de tabac;Accidents de trajet;591.0
2019;4635Z;Commerce de gros (commerce interentreprises) de produits à base de tabac;Accidents du travail;1449.0
2019;4635Z;Commerce de gros (commerce interentreprises) de produits à base de tabac;Maladies professionnelles;1291.0
2019;4636Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie;Accidents de trajet;663.0
2019;4636Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie;Accidents du travail;11598.0
2019;4636Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie;Maladies professionnelles;2221.0
2019;4637Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices;Accidents de trajet;1109.0
2019;4637Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices;Accidents du travail;3057.0
2019;4637Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices;Maladies professionnelles;31.0
2019;4638A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques;Accidents de trajet;4571.0
2019;4638A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques;Accidents du travail;26543.0
2019;4638A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques;Maladies professionnelles;15767.0
2019;4638B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers;Accidents de trajet;5275.0
2019;4638B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers;Accidents du travail;41759.0
2019;4638B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers;Maladies professionnelles;5067.0
2019;4639A;Commerce de gros (commerce interentreprises) de produits surgelés;Accidents de trajet;4333.0
2019;4639A;Commerce de gros (commerce interentreprises) de produits surgelés;Accidents du travail;65195.0
2019;4639A;Commerce de gros (commerce interentreprises) de produits surgelés;Maladies professionnelles;9401.0
2019;4639B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé;Accidents de trajet;14279.0
2019;4639B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé;Accidents du travail;142397.0
2019;4639B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé;Maladies professionnelles;23065.0
2019;4641Z;Commerce de gros (commerce interentreprises) de textiles;Accidents de trajet;2625.0
2019;4641Z;Commerce de gros (commerce interentreprises) de textiles;Accidents du travail;7565.0
2019;4641Z;Commerce de gros (commerce interentreprises) de textiles;Maladies professionnelles;2685.0
2019;4642Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures;Accidents de trajet;8614.0
2019;4642Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures;Accidents du travail;30692.0
2019;4642Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures;Maladies professionnelles;8929.0
2019;4643Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers;Accidents de trajet;2901.0
2019;4643Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers;Accidents du travail;15587.0
2019;4643Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers;Maladies professionnelles;5415.0
2019;4644Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien;Accidents de trajet;1891.0
2019;4644Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien;Accidents du travail;17186.0
2019;4644Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien;Maladies professionnelles;4035.0
2019;4645Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté;Accidents de trajet;6393.0
2019;4645Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté;Accidents du travail;22461.0
2019;4645Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté;Maladies professionnelles;3238.0
2019;4646Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques;Accidents de trajet;13127.0
2019;4646Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques;Accidents du travail;70109.0
2019;4646Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques;Maladies professionnelles;26656.0
2019;4647Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage;Accidents de trajet;1357.0
2019;4647Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage;Accidents du travail;5513.0
2019;4647Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage;Maladies professionnelles;1024.0
2019;4648Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie;Accidents de trajet;969.0
2019;4648Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie;Accidents du travail;1815.0
2019;4648Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie;Maladies professionnelles;653.0
2019;4649Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques;Accidents de trajet;11460.0
2019;4649Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques;Accidents du travail;62986.0
2019;4649Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques;Maladies professionnelles;24123.0
2019;4651Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels;Accidents de trajet;8886.0
2019;4651Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels;Accidents du travail;19915.0
2019;4651Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels;Maladies professionnelles;2342.0
2019;4652Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication;Accidents de trajet;6396.0
2019;4652Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication;Accidents du travail;14141.0
2019;4652Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication;Maladies professionnelles;3598.0
2019;4661Z;Commerce de gros (commerce interentreprises) de matériel agricole;Accidents de trajet;5679.0
2019;4661Z;Commerce de gros (commerce interentreprises) de matériel agricole;Accidents du travail;67756.0
2019;4661Z;Commerce de gros (commerce interentreprises) de matériel agricole;Maladies professionnelles;15861.0
2019;4662Z;Commerce de gros (commerce interentreprises) de machines-outils;Accidents de trajet;533.0
2019;4662Z;Commerce de gros (commerce interentreprises) de machines-outils;Accidents du travail;5250.0
2019;4662Z;Commerce de gros (commerce interentreprises) de machines-outils;Maladies professionnelles;1331.0
2019;4663Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Accidents de trajet;2706.0
2019;4663Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Accidents du travail;26194.0
2019;4663Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Maladies professionnelles;5926.0
2019;4664Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement;Accidents de trajet;
2019;4664Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement;Accidents du travail;
2019;4664Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement;Maladies professionnelles;0.0
2019;4665Z;Commerce de gros (commerce interentreprises) de mobilier de bureau;Accidents de trajet;991.0
2019;4665Z;Commerce de gros (commerce interentreprises) de mobilier de bureau;Accidents du travail;6104.0
2019;4665Z;Commerce de gros (commerce interentreprises) de mobilier de bureau;Maladies professionnelles;2423.0
2019;4666Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau;Accidents de trajet;1732.0
2019;4666Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau;Accidents du travail;14657.0
2019;4666Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau;Maladies professionnelles;2158.0
2019;4669A;Commerce de gros (commerce interentreprises) de matériel électrique;Accidents de trajet;8347.0
2019;4669A;Commerce de gros (commerce interentreprises) de matériel électrique;Accidents du travail;27299.0
2019;4669A;Commerce de gros (commerce interentreprises) de matériel électrique;Maladies professionnelles;3642.0
2019;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;Accidents de trajet;14414.0
2019;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;Accidents du travail;119025.0
2019;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;Maladies professionnelles;23493.0
2019;4669C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;Accidents de trajet;6784.0
2019;4669C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;Accidents du travail;48648.0
2019;4669C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;Maladies professionnelles;6715.0
2019;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;Accidents de trajet;1529.0
2019;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;Accidents du travail;14195.0
2019;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;Maladies professionnelles;6356.0
2019;4672Z;Commerce de gros (commerce interentreprises) de minerais et métaux;Accidents de trajet;5435.0
2019;4672Z;Commerce de gros (commerce interentreprises) de minerais et métaux;Accidents du travail;39423.0
2019;4672Z;Commerce de gros (commerce interentreprises) de minerais et métaux;Maladies professionnelles;7611.0
2019;4673A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;Accidents de trajet;22113.0
2019;4673A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;Accidents du travail;202424.0
2019;4673A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;Maladies professionnelles;50912.0
2019;4673B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration;Accidents de trajet;5403.0
2019;4673B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration;Accidents du travail;27388.0
2019;4673B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration;Maladies professionnelles;6592.0
2019;4674A;Commerce de gros (commerce interentreprises) de quincaillerie;Accidents de trajet;4641.0
2019;4674A;Commerce de gros (commerce interentreprises) de quincaillerie;Accidents du travail;42621.0
2019;4674A;Commerce de gros (commerce interentreprises) de quincaillerie;Maladies professionnelles;11016.0
2019;4674B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage;Accidents de trajet;5080.0
2019;4674B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage;Accidents du travail;36914.0
2019;4674B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage;Maladies professionnelles;5677.0
2019;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;Accidents de trajet;3257.0
2019;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;Accidents du travail;19209.0
2019;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;Maladies professionnelles;3509.0
2019;4676Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;Accidents de trajet;1789.0
2019;4676Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;Accidents du travail;16838.0
2019;4676Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;Maladies professionnelles;3404.0
2019;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;Accidents de trajet;1094.0
2019;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;Accidents du travail;11349.0
2019;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;Maladies professionnelles;2958.0
2019;4690Z;Commerce de gros (commerce interentreprises) non spécialisé;Accidents de trajet;6349.0
2019;4690Z;Commerce de gros (commerce interentreprises) non spécialisé;Accidents du travail;42871.0
2019;4690Z;Commerce de gros (commerce interentreprises) non spécialisé;Maladies professionnelles;5862.0
2019;4711A;Commerce de détail de produits surgelés;Accidents de trajet;7862.0
2019;4711A;Commerce de détail de produits surgelés;Accidents du travail;40951.0
2019;4711A;Commerce de détail de produits surgelés;Maladies professionnelles;15727.0
2019;4711B;Commerce d'alimentation générale;Accidents de trajet;9410.0
2019;4711B;Commerce d'alimentation générale;Accidents du travail;55507.0
2019;4711B;Commerce d'alimentation générale;Maladies professionnelles;14542.0
2019;4711C;Supérettes;Accidents de trajet;8475.0
2019;4711C;Supérettes;Accidents du travail;57012.0
2019;4711C;Supérettes;Maladies professionnelles;16777.0
2019;4711D;Supermarchés;Accidents de trajet;129224.0
2019;4711D;Supermarchés;Accidents du travail;1006110.0
2019;4711D;Supermarchés;Maladies professionnelles;426636.0
2019;4711E;Magasins multi-commerces;Accidents de trajet;4046.0
2019;4711E;Magasins multi-commerces;Accidents du travail;15884.0
2019;4711E;Magasins multi-commerces;Maladies professionnelles;6983.0
2019;4711F;Hypermarchés;Accidents de trajet;167035.0
2019;4711F;Hypermarchés;Accidents du travail;1172821.0
2019;4711F;Hypermarchés;Maladies professionnelles;532692.0
2019;4719A;Grands magasins;Accidents de trajet;10129.0
2019;4719A;Grands magasins;Accidents du travail;26864.0
2019;4719A;Grands magasins;Maladies professionnelles;5375.0
2019;4719B;Autres commerces de détail en magasin non spécialisé;Accidents de trajet;17575.0
2019;4719B;Autres commerces de détail en magasin non spécialisé;Accidents du travail;113601.0
2019;4719B;Autres commerces de détail en magasin non spécialisé;Maladies professionnelles;19866.0
2019;4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;Accidents de trajet;4714.0
2019;4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;Accidents du travail;33238.0
2019;4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;Maladies professionnelles;7104.0
2019;4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;Accidents de trajet;22211.0
2019;4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;Accidents du travail;113143.0
2019;4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;Maladies professionnelles;41775.0
2019;4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;Accidents de trajet;1496.0
2019;4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;Accidents du travail;7109.0
2019;4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;Maladies professionnelles;3207.0
2019;4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;Accidents de trajet;5809.0
2019;4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;Accidents du travail;34679.0
2019;4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;Maladies professionnelles;5776.0
2019;4725Z;Commerce de détail de boissons en magasin spécialisé;Accidents de trajet;1568.0
2019;4725Z;Commerce de détail de boissons en magasin spécialisé;Accidents du travail;8790.0
2019;4725Z;Commerce de détail de boissons en magasin spécialisé;Maladies professionnelles;1455.0
2019;4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;Accidents de trajet;2120.0
2019;4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;Accidents du travail;10381.0
2019;4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;Maladies professionnelles;2264.0
2019;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;Accidents de trajet;13842.0
2019;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;Accidents du travail;52882.0
2019;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;Maladies professionnelles;14592.0
2019;4730Z;Commerce de détail de carburants en magasin spécialisé;Accidents de trajet;8905.0
2019;4730Z;Commerce de détail de carburants en magasin spécialisé;Accidents du travail;50699.0
2019;4730Z;Commerce de détail de carburants en magasin spécialisé;Maladies professionnelles;11052.0
2019;4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;Accidents de trajet;4692.0
2019;4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;Accidents du travail;9010.0
2019;4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;Maladies professionnelles;2850.0
2019;4742Z;Commerce de détail de matériels de télécommunication en magasin spécialisé;Accidents de trajet;8214.0
2019;4742Z;Commerce de détail de matériels de télécommunication en magasin spécialisé;Accidents du travail;22796.0
2019;4742Z;Commerce de détail de matériels de télécommunication en magasin spécialisé;Maladies professionnelles;463.0
2019;4743Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé;Accidents de trajet;2674.0
2019;4743Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé;Accidents du travail;9091.0
2019;4743Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé;Maladies professionnelles;704.0
2019;4751Z;Commerce de détail de textiles en magasin spécialisé;Accidents de trajet;3314.0
2019;4751Z;Commerce de détail de textiles en magasin spécialisé;Accidents du travail;11259.0
2019;4751Z;Commerce de détail de textiles en magasin spécialisé;Maladies professionnelles;4190.0
2019;4752A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²);Accidents de trajet;4169.0
2019;4752A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²);Accidents du travail;38884.0
2019;4752A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²);Maladies professionnelles;6276.0
2019;4752B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus);Accidents de trajet;36550.0
2019;4752B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus);Accidents du travail;261931.0
2019;4752B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus);Maladies professionnelles;50091.0
2019;4753Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;Accidents de trajet;552.0
2019;4753Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;Accidents du travail;14081.0
2019;4753Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;Maladies professionnelles;4603.0
2019;4754Z;Commerce de détail d'appareils électroménagers en magasin spécialisé;Accidents de trajet;12894.0
2019;4754Z;Commerce de détail d'appareils électroménagers en magasin spécialisé;Accidents du travail;49693.0
2019;4754Z;Commerce de détail d'appareils électroménagers en magasin spécialisé;Maladies professionnelles;8272.0
2019;4759A;Commerce de détail de meubles;Accidents de trajet;20873.0
2019;4759A;Commerce de détail de meubles;Accidents du travail;142728.0
2019;4759A;Commerce de détail de meubles;Maladies professionnelles;30950.0
2019;4759B;Commerce de détail d'autres équipements du foyer;Accidents de trajet;9908.0
2019;4759B;Commerce de détail d'autres équipements du foyer;Accidents du travail;61398.0
2019;4759B;Commerce de détail d'autres équipements du foyer;Maladies professionnelles;9170.0
2019;4761Z;Commerce de détail de livres en magasin spécialisé;Accidents de trajet;2327.0
2019;4761Z;Commerce de détail de livres en magasin spécialisé;Accidents du travail;5442.0
2019;4761Z;Commerce de détail de livres en magasin spécialisé;Maladies professionnelles;2183.0
2019;4762Z;Commerce de détail de journaux et papeterie en magasin spécialisé;Accidents de trajet;5016.0
2019;4762Z;Commerce de détail de journaux et papeterie en magasin spécialisé;Accidents du travail;25707.0
2019;4762Z;Commerce de détail de journaux et papeterie en magasin spécialisé;Maladies professionnelles;4354.0
2019;4763Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé;Accidents de trajet;0.0
2019;4763Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé;Accidents du travail;64.0
2019;4763Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé;Maladies professionnelles;0.0
2019;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;Accidents de trajet;14929.0
2019;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;Accidents du travail;58858.0
2019;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;Maladies professionnelles;8454.0
2019;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;Accidents de trajet;3862.0
2019;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;Accidents du travail;13239.0
2019;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;Maladies professionnelles;1343.0
2019;4771Z;Commerce de détail d'habillement en magasin spécialisé;Accidents de trajet;65470.0
2019;4771Z;Commerce de détail d'habillement en magasin spécialisé;Accidents du travail;251730.0
2019;4771Z;Commerce de détail d'habillement en magasin spécialisé;Maladies professionnelles;54565.0
2019;4772A;Commerce de détail de la chaussure;Accidents de trajet;11546.0
2019;4772A;Commerce de détail de la chaussure;Accidents du travail;52639.0
2019;4772A;Commerce de détail de la chaussure;Maladies professionnelles;10866.0
2019;4772B;Commerce de détail de maroquinerie et d'articles de voyage;Accidents de trajet;3221.0
2019;4772B;Commerce de détail de maroquinerie et d'articles de voyage;Accidents du travail;7238.0
2019;4772B;Commerce de détail de maroquinerie et d'articles de voyage;Maladies professionnelles;1549.0
2019;4773Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé;Accidents de trajet;25305.0
2019;4773Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé;Accidents du travail;56707.0
2019;4773Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé;Maladies professionnelles;18133.0
2019;4774Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;Accidents de trajet;6782.0
2019;4774Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;Accidents du travail;25679.0
2019;4774Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;Maladies professionnelles;2199.0
2019;4775Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;Accidents de trajet;12202.0
2019;4775Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;Accidents du travail;47017.0
2019;4775Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;Maladies professionnelles;8227.0
2019;4776Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé;Accidents de trajet;6789.0
2019;4776Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé;Accidents du travail;50159.0
2019;4776Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé;Maladies professionnelles;20176.0
2019;4777Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;Accidents de trajet;11906.0
2019;4777Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;Accidents du travail;18432.0
2019;4777Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;Maladies professionnelles;1784.0
2019;4778A;Commerces de détail d'optique;Accidents de trajet;12158.0
2019;4778A;Commerces de détail d'optique;Accidents du travail;12845.0
2019;4778A;Commerces de détail d'optique;Maladies professionnelles;2912.0
2019;4778B;Commerces de détail de charbons et combustibles;Accidents de trajet;1356.0
2019;4778B;Commerces de détail de charbons et combustibles;Accidents du travail;16007.0
2019;4778B;Commerces de détail de charbons et combustibles;Maladies professionnelles;6963.0
2019;4778C;Autres commerces de détail spécialisés divers;Accidents de trajet;16126.0
2019;4778C;Autres commerces de détail spécialisés divers;Accidents du travail;79053.0
2019;4778C;Autres commerces de détail spécialisés divers;Maladies professionnelles;12807.0
2019;4779Z;Commerce de détail de biens d'occasion en magasin;Accidents de trajet;1736.0
2019;4779Z;Commerce de détail de biens d'occasion en magasin;Accidents du travail;10914.0
2019;4779Z;Commerce de détail de biens d'occasion en magasin;Maladies professionnelles;1098.0
2019;4781Z;Commerce de détail alimentaire sur éventaires et marchés;Accidents de trajet;2301.0
2019;4781Z;Commerce de détail alimentaire sur éventaires et marchés;Accidents du travail;18769.0
2019;4781Z;Commerce de détail alimentaire sur éventaires et marchés;Maladies professionnelles;7524.0
2019;4782Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés;Accidents de trajet;188.0
2019;4782Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés;Accidents du travail;971.0
2019;4782Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés;Maladies professionnelles;137.0
2019;4789Z;Autres commerces de détail sur éventaires et marchés;Accidents de trajet;1210.0
2019;4789Z;Autres commerces de détail sur éventaires et marchés;Accidents du travail;4344.0
2019;4789Z;Autres commerces de détail sur éventaires et marchés;Maladies professionnelles;460.0
2019;4791A;Vente à distance sur catalogue général;Accidents de trajet;4748.0
